"month","num_a1","mom_a1","ncl_a1","pom_a1","soa_a1","so4_a1","dst_a1","bc_a1","wat_a1","num_a2","mom_a2","ncl_a2","soa_a2","so4_a2","wat_a2","num_a3","mom_a3","ncl_a3","pom_a3","soa_a3","so4_a3","dst_a3","bc_a3","wat_a3","num_a4","mom_a4","pom_a4","bc_a4","wat_a4","num_c1","mom_c1","ncl_c1","pom_c1","soa_c1","so4_c1","dst_c1","bc_c1","num_c2","mom_c2","ncl_c2","soa_c2","so4_c2","num_c3","mom_c3","ncl_c3","pom_c3","soa_c3","so4_c3","dst_c3","bc_c3","num_c4","mom_c4","pom_c4","bc_c4","site","site.long.name","lat","lon","moist.density","MOA","SOA","POA","SO4","BC","NCL","smSS","DST","total.aerosol","total.aerosol.no.moa"
"MAR",552901184,8.99449195679303e-11,5.87512816174751e-10,3.44281908537525e-10,1.07863218357096e-09,8.65136517980147e-10,8.61134358265403e-11,1.60535057469602e-10,3.16410053713412e-09,2154738176,2.18029302836813e-13,1.4374793673097e-12,8.16438236461714e-11,4.87229978585191e-11,6.98311547475683e-11,753826.5,7.62024818246054e-12,9.30966592704863e-09,7.51201097853871e-12,4.58433707661854e-11,8.0557449599894e-11,9.4170748976552e-10,1.7986074869053e-12,2.53856846654799e-08,77206952,4.61122777721551e-16,7.72662767101195e-11,3.96819868631049e-11,1.41832265651054e-16,2776074,1.98039544832551e-12,1.26848462289608e-11,2.79826509186343e-12,9.39429350282905e-12,3.08005738969275e-11,8.62770629678905e-13,1.32242849483488e-12,82570.0078125,8.55501582660949e-16,5.5139900925641e-15,4.64438261612264e-14,2.4015940061281e-13,16343.361328125,1.59691731409575e-13,1.55558954606505e-10,1.90962602176527e-13,5.95788392579455e-13,1.70304016115091e-12,9.52155888855888e-12,3.76241633605768e-14,4.72999000549316,2.39507409964021e-22,1.83098264929573e-17,9.21471592322437e-18,"ML054","ML054",36.963,236.881,1.21971493018013,0.121879527558259,1.48336351317555,0.526977155263988,1.25284328892783,0.24806039442681,12.2787061961024,0.733830090435193,1.2663144502495,15.6947810125288,15.5729014849705
"APR",600306432,1.20928336788673e-10,6.51704634702099e-10,3.78851089388732e-10,1.2685632544418e-09,1.07012454453326e-09,1.47442863474012e-10,1.57958368607325e-10,3.35860628197793e-09,3112323840,2.3929900487378e-13,1.34361239582242e-12,9.73502667367399e-11,5.86575024663638e-11,8.43111344628333e-11,891386.875,7.80320166121617e-12,8.79386696794882e-09,9.01838586447878e-12,5.53233778233242e-11,9.12330835878272e-11,1.81417325606503e-09,1.88953345157949e-12,2.14806146203728e-08,73602224,5.92564291685289e-16,7.45628073173243e-11,3.71633071538646e-11,1.6337232673462e-16,3150626.25,2.01003189786997e-12,1.10961413668509e-11,3.65707030630658e-12,1.30275356474696e-11,3.87054902017958e-11,1.7625599330745e-12,1.60448184686329e-12,44091.66015625,3.29643597261439e-16,1.95819469614325e-15,4.52512512053374e-14,1.73390056652789e-13,15634.271484375,1.56429719438272e-13,1.29917521185519e-10,1.56976225095841e-13,7.16773537225157e-13,1.79631125512419e-12,2.33012827782764e-11,3.17572709665828e-14,12.7227935791016,1.5269603656177e-21,6.17869308340282e-17,3.14393119770705e-17,"ML054","ML054",36.963,236.881,1.21147804254163,0.158871075620487,1.73850304607511,0.564847264976145,1.52729864367012,0.240657059947479,11.615567680972,0.804598716012187,2.40681915182379,16.51406087701,16.3551898013895
"MAY",688402880,1.71386876912649e-10,8.93563278925313e-10,4.56338300480752e-10,1.84972681616102e-09,1.37467270899805e-09,9.68008381785346e-11,1.75096756538373e-10,4.90972595912353e-09,3628548864,2.24160493227273e-13,1.30335282497174e-12,1.08367932682985e-10,6.44763825663475e-11,9.85870343694906e-11,1216330,7.09674029611418e-12,8.82061801377176e-09,1.18137158042209e-11,7.87335682761459e-11,9.40662409076864e-11,1.47035794650918e-09,1.96335504278056e-12,2.52554261948035e-08,74353960,4.47571309356666e-16,7.54996690166543e-11,3.87091331210954e-11,1.39254175292298e-16,3403662.5,2.65061063375871e-12,1.32855653561803e-11,4.43714639683512e-12,2.0072603301724e-11,4.12889687717577e-11,7.88961940483696e-13,1.83773222334205e-12,23870.16015625,1.94045904383761e-16,1.09154753632498e-15,3.67877657590082e-14,9.61527339411565e-14,20267.171875,1.16698697146672e-13,1.29035060414395e-10,1.47606346633314e-13,1.16416349216913e-12,1.72269240972939e-12,1.65002612267928e-11,3.19747077122748e-14,0.20054042339325,5.62250575885562e-23,1.06846040844074e-18,4.78284412177016e-19,"ML054","ML054",36.963,236.881,1.20147949242854,0.218039366346701,2.47276719215208,0.658694838596985,1.89391993382502,0.26148873771571,11.843952185284,1.09112755229932,1.90368178825703,16.7797768500255,16.5617374836788
"JUN",743435264,2.08729741824065e-10,1.11953135650822e-09,4.40993852546256e-10,2.49775533589514e-09,1.97037430815783e-09,4.82483254737875e-11,1.84287488047552e-10,8.59572857336843e-09,3498851584,1.83945008747424e-13,1.13794444787235e-12,1.11030129534839e-10,6.5386987491145e-11,1.23090204695586e-10,1526649,7.75685939091719e-12,9.10837094636463e-09,9.42271174281251e-12,1.16769191538246e-10,1.12044672151423e-10,8.70769067962129e-10,1.95356751608866e-12,3.27008287115405e-08,74147600,2.81938145806705e-16,7.53358625482647e-11,3.90987416054589e-11,1.0720277944044e-16,9734308,8.17672492214871e-12,4.21478026091382e-11,1.11709894806689e-11,7.0507495675276e-11,1.31133645608905e-10,8.56308513680348e-13,4.88296209022465e-12,37658.41796875,3.47972410858177e-16,2.0640937198243e-15,7.44693613415406e-14,1.76076574110937e-13,66062.15625,3.28033498801783e-13,3.45147188607342e-10,3.05521585678217e-13,4.37772387784641e-12,4.90269543712563e-12,2.5391149252596e-11,7.37930292500806e-14,1.61879420979005e-09,1.54232430139978e-28,4.69428297034579e-25,1.59335000779107e-25,"ML054","ML054",36.963,236.881,1.19468456345195,0.269014213074008,3.34573125875178,0.641819119153214,2.72868150770236,0.275131736035365,12.6831742958523,1.38920210968819,1.12929332610496,17.7271141979222,17.4580999848482
"JUL",875407104,3.01578956252158e-10,1.55189272543765e-09,6.59375720690747e-10,3.88577081622543e-09,1.96408289632188e-09,2.44728057263721e-11,2.36721087176761e-10,1.03381827543103e-08,2388277760,2.11720343947647e-13,1.25434092366344e-12,8.86469300742654e-11,4.72259141515163e-11,9.24203352736797e-11,2142978,7.35988006650423e-12,1.09839701778469e-08,6.99534831102855e-12,1.49054962816919e-10,9.00617427856965e-11,3.08469250143162e-10,1.42748085487504e-12,3.95129369223923e-08,77780480,2.73246608386031e-16,7.95062349290276e-11,4.05844108319897e-11,1.15037754793203e-16,10597772,1.2206242093471e-11,6.13423756234965e-11,1.47874438388707e-11,1.00069022512805e-10,1.46872652928565e-10,3.08241821823929e-13,5.56751259678245e-12,22391.4140625,5.37806629200173e-16,2.99270335143748e-15,5.11225684994478e-14,1.06787795023811e-13,98986.8203125,4.19718947097802e-13,4.932808050917e-10,2.67484737701343e-13,5.5080402044938e-12,4.7241967282563e-12,5.07213281791818e-12,5.89027660197541e-14,9.60340273557965e-14,1.20405012080803e-32,7.92374222736749e-29,3.84673360493031e-29,"ML054","ML054",36.963,236.881,1.18325588812811,0.380744918917164,5.00410853478951,0.90037754458082,2.6659633025482,0.336469927562964,15.4908824847693,1.91035767968306,0.400322007985914,20.1747601863644,19.7940152674472
"AUG",943296704,2.97032648477469e-10,1.34259103834466e-09,1.032697038994e-09,3.71462660631039e-09,1.93077664967234e-09,1.89948178713761e-11,2.48696008231519e-10,8.90811868714536e-09,1395938560,2.51600064567203e-13,1.28072303196697e-12,5.05420705287918e-11,3.5287831684494e-11,6.50369966215258e-11,1842984.125,7.82794228743056e-12,1.06644968411729e-08,1.10798696606462e-11,1.14890479074869e-10,7.50641493407755e-11,2.45236830842543e-10,1.26717289005568e-12,3.65837351523624e-08,94565560,6.10976564497111e-16,9.91605547673302e-11,4.57513957274891e-11,2.47416153371054e-16,6773337,7.98340560326238e-12,3.55268106599915e-11,1.52042059498037e-11,6.18942813668255e-11,9.25998860923372e-11,1.54800258440717e-13,3.85316605011621e-12,12496.62890625,5.25605013715856e-16,2.53521238629596e-15,2.33779551842223e-14,6.65470554096076e-14,56828.50390625,2.42550960869933e-13,3.15978854192878e-10,2.69026093719857e-13,2.81272227731222e-12,2.34593854758769e-12,2.89202299261215e-12,3.13414150589306e-14,5.12766803843767e-13,1.22372323834443e-31,5.76595643810091e-28,1.79485620793834e-28,"ML054","ML054",36.963,236.881,1.18373667889946,0.370911203381511,4.66959206609342,1.37125322945195,2.52862845583359,0.354646425067457,14.6308395179337,1.63284768556518,0.316387330745139,19.5726661624133,19.2017549590318
"SEP",1003603776,2.83390977351416e-10,1.2005212379762e-09,1.13818587887948e-09,3.34518390765481e-09,1.72255543162692e-09,3.07079778272268e-11,2.91007246078223e-10,6.75302613828421e-09,1096922112,2.50693264975191e-13,1.15975480087516e-12,3.94983143414684e-11,3.62131886977313e-11,5.11075244624681e-11,1674345.375,8.37374440620930e-12,1.18233964840897e-08,1.18009326269264e-11,1.05158187713172e-10,7.86127274388093e-11,4.36766040001757e-10,1.5578051001941e-12,3.09466159365002e-08,122532176,9.5118337729486e-16,1.28890800810133e-10,5.51100658163772e-11,2.54473049552425e-16,5020588,5.46198156148314e-12,2.30798973682722e-11,1.23812644164945e-11,4.41810997509062e-11,6.570551047691e-11,1.99572997017228e-13,3.39758820036562e-12,10639.357421875,3.55968957745629e-16,1.57767647365493e-15,1.85807942518429e-14,6.32286107152269e-14,37289.5703125,1.96295196351788e-13,2.1326031218738e-10,2.12082982469289e-13,1.98854301081131e-12,1.88833020400847e-12,3.76684230682378e-12,3.25277253591418e-14,3.21734663650403e-13,2.30547253182318e-32,3.0025404314805e-28,8.54901644867158e-29,"ML054","ML054",36.963,236.881,1.18444725695309,0.352580335949435,4.18823941517882,1.52967923566961,2.25641752747116,0.415865630034585,15.7074516706668,1.45066654543066,0.558396327840951,20.8203907276326,20.4678103916831
"OCT",1015968000,1.35917013754927e-10,6.43058106764016e-10,1.12102704896699e-09,2.66820898708886e-09,1.35997524353115e-09,9.53598658370858e-11,3.28757993051099e-10,2.72571276660472e-09,1008740544,1.69061406584195e-13,8.24729986994427e-13,4.10484632396013e-11,4.21804917383195e-11,3.21772573863566e-11,915668.0625,6.97298989382755e-12,8.11952904911095e-09,9.18890397799688e-12,5.88634002651744e-11,7.30470961496366e-11,1.03594033351584e-09,1.58118949791092e-12,1.33378685873708e-08,136755472,1.16095606300095e-15,1.43334372149084e-10,6.03537705923252e-11,1.76171351909658e-16,1730279,1.22120597054881e-12,6.15077129853536e-12,3.62073066841051e-12,9.55705133087736e-12,2.45590839331733e-11,4.724627264939e-13,1.16851070919993e-12,7191.75048828125,1.05425882988113e-16,5.38062750787599e-16,9.406702372876e-15,5.00942095151089e-14,8986.62890625,1.2474649948007e-13,7.20196749459667e-11,9.40070300791719e-14,4.43798047356642e-13,1.18461414722743e-12,5.14206862853306e-12,2.04320135571874e-14,7.54003348646393e-09,6.27876975608815e-25,1.85710597192645e-24,4.44135444260931e-25,"ML054","ML054",36.963,236.881,1.19205889142631,0.172140794709546,3.31169588725905,1.52257517481007,1.78927637129322,0.467146298353791,10.5396874746678,0.774878983603874,1.35526931353396,15.8460954273684,15.6739546326588
"NOV",651143424,1.33581881667233e-10,7.66828822662546e-10,5.30225474637547e-10,1.41139955278646e-09,8.09464550943773e-10,7.17997536425763e-11,2.2146669220735e-10,3.71700226153848e-09,961147392,2.641640161824e-13,1.49703589368694e-12,5.01190859647505e-11,3.8368690169488e-11,4.80137873903885e-11,969677.8125,1.21663954952278e-11,1.27604611321885e-08,5.70096444010848e-12,5.11830022809079e-11,6.68434960160447e-11,7.49102557762171e-10,1.51136568538046e-12,3.87031953152928e-08,106405120,1.48192733990171e-15,1.07109689173601e-10,5.2780217696391e-11,3.72933783599491e-16,2559270,3.37334348822493e-12,2.07799177170953e-11,2.18274075029778e-12,6.30690291658631e-12,2.24749021476844e-11,6.57365871806204e-13,9.90368377584705e-13,92358.5,1.42711530848929e-15,8.76778880889387e-15,3.61711867597793e-14,2.04366132849042e-13,26004.568359375,2.97387385984199e-13,2.78028933209384e-10,8.33928534408647e-14,5.74170377042049e-13,1.50886312992593e-12,4.08524039249847e-12,2.60107555069208e-14,30.6437969207764,3.54023850987963e-21,1.06308193534131e-16,5.40551644606542e-17,"ML054","ML054",36.963,236.881,1.21258153556187,0.181506578071314,1.84266180166358,0.782481736489033,1.13845020397904,0.335611901373963,16.7670980304815,0.956865725573074,1.001161782096,20.2063102324909,20.0248036544196
"DEC",590657152,8.6205306781828e-11,6.09615913305106e-10,4.55790127862343e-10,1.30439659074e-09,6.39178987515976e-10,3.23915512467909e-11,2.17177761885345e-10,3.53313356349361e-09,671807424,2.00592038639147e-13,1.40805693927409e-12,4.59493658400145e-11,3.05376661458023e-11,5.16391165938934e-11,747785.8125,8.19930581763550e-12,9.90807436096475e-09,5.11816717480018e-12,4.00432569047648e-11,5.8675182768031e-11,3.32561950200372e-10,1.7881787630486e-12,3.4838006257587e-08,109648600,5.64180323501916e-16,1.09120622260317e-10,5.66880466179587e-11,1.71390671485575e-16,3179696,3.19275291968402e-12,2.21056818683341e-11,2.48485498670348e-12,7.54384749113157e-12,2.58483564413714e-11,3.19121356943952e-13,1.24722758162998e-12,190790.546875,2.07286072258662e-15,1.40282632108942e-14,6.32536422328842e-14,4.03571029676184e-13,28092.28125,2.40380794696432e-13,2.82039447352389e-10,8.8087496281572e-14,6.36799586586217e-13,1.49672494450387e-12,1.95744895986616e-12,3.0736826658103e-14,32.9341163635254,3.45405097525429e-21,1.2399896632846e-16,6.50274406622068e-17,"ML054","ML054",36.963,236.881,1.22228968454771,0.119834472890729,1.70953482795928,0.699885498125132,0.924222719584549,0.338491147335949,13.2291559816333,0.773884989360068,0.44886152857282,15.7604513481425,15.6406168752518
"JAN",584814336,9.08531652688005e-11,6.84505896408893e-10,4.73937333822505e-10,1.46952250368315e-09,7.13001435670435e-10,3.61219040789784e-11,2.32612692996348e-10,5.34544852826002e-09,570168704,2.77227974734492e-13,2.00688901261237e-12,4.3558517903719e-11,3.2002983596513e-11,6.48998910168785e-11,837674.9375,5.8025411732443e-12,1.07813837857407e-08,4.46828121378195e-12,3.13997300382951e-11,5.44010080039126e-11,6.32827235058642e-10,1.53341976703164e-12,4.95374656850345e-08,98309712,4.89082752975264e-16,9.89961723707466e-11,5.2468630135083e-11,1.4851601734938e-16,3086267.25,4.18861733492149e-12,3.00826134835841e-11,2.06539711548881e-12,7.36258623512676e-12,2.54514621184088e-11,3.1250401029935e-13,1.05696820653506e-12,99484.5859375,3.54766028023718e-15,2.42293164698371e-14,3.89164273180941e-14,2.64436476188346e-13,38054.515625,2.32748743238601e-13,3.63034241557258e-10,7.83848151859369e-14,4.78312972996414e-13,1.43251382977994e-12,2.07055509890419e-12,2.42671398790638e-14,0.835532188415527,2.69305437901056e-23,2.5070773167589e-18,1.40126267262619e-18,"ML056","ML056",37.036,236.656,1.23596856123033,0.125275718244749,1.91866885682779,0.716300106600409,1.02159456002753,0.355583186034989,14.6598696457912,0.885719330842416,0.829745491174722,17.7083687078736,17.5830929896288
"FEB",330684480,1.26026619695629e-10,9.41758337980048e-10,2.0913031029135e-10,6.71022681864031e-10,5.9499100091287e-10,3.23790612377639e-11,1.02511769906055e-10,6.2317222493391e-09,848610176,4.11582551894385e-13,2.98732111096711e-12,3.55640968063842e-11,2.75274681521553e-11,6.72815900215618e-11,1134558.375,7.43212696246998e-12,1.46240974885359e-08,4.46224697817077e-12,3.18278112199089e-11,6.02646196834478e-11,4.24656559916414e-10,1.34373046543901e-12,6.42585291643627e-08,63701388,6.41396958704361e-16,6.4694784251973e-11,3.45852409211478e-11,2.21571748782227e-16,4174120.25,5.44506583918802e-12,3.93898490214095e-11,2.38935065309531e-12,8.33974556080364e-12,4.86404180821687e-11,4.43149640247387e-13,1.22358492695568e-12,111741.75,3.60488159098895e-15,2.48600714124712e-14,4.3229613953203e-14,5.06933687735578e-13,51786.2578125,2.40074507582705e-13,4.76730821485916e-10,1.66676893641193e-13,8.10102961275316e-13,2.5701227170799e-12,2.71944728021112e-12,4.21114389832691e-14,0.0507368333637714,6.79180603744432e-24,2.53061225954726e-19,1.33778279031673e-19,"ML056","ML056",37.036,236.656,1.23659725574479,0.172579161614481,0.924489590655154,0.34729013979683,0.90828138083997,0.172760597583912,19.8906528581551,1.21701001050892,0.569079853569738,22.06064399156,21.8880648299456
"MAR",313880800,1.39481412531062e-10,8.71944183522544e-10,1.88878551687921e-10,6.52152831737141e-10,6.83426593095504e-10,7.76137557001455e-11,8.53302775660758e-11,4.73571271086826e-09,1503996800,4.32719777978402e-13,2.69700039211285e-12,4.23457241494063e-11,3.37679294248883e-11,6.76319208969822e-11,1105280.125,8.33085683771273e-12,1.43926026652252e-08,6.06517700646458e-12,3.68980367093652e-11,7.1451795868871e-11,8.69538163694727e-10,1.35590421269233e-12,4.56325999209639e-08,50406836,7.68319551894497e-16,5.1701247449909e-11,2.67405767667706e-11,2.13385506219259e-16,2617591.5,2.88891458498364e-12,1.77460494216186e-11,2.00079666376474e-12,7.7061673015022e-12,3.07624169193499e-11,9.5403936486993e-13,9.15291822368991e-13,42967.4453125,1.18379270653364e-15,7.17943093213672e-15,2.44490994967929e-14,2.04077192970074e-13,23769.021484375,1.51320782618668e-13,2.08864966988465e-10,1.60668814407419e-13,4.98237518950506e-13,1.48330371423089e-12,9.50656827564123e-12,2.97848666574747e-14,0.226158678531647,8.732811705376e-24,7.82263981508362e-19,4.0189787567353e-19,"ML056","ML056",37.036,236.656,1.23757509598904,0.187229242135603,0.915342032967805,0.307916656841726,1.01616810484202,0.141543735466239,19.1748178075582,1.10440510104046,1.18511741506612,22.0127929619099,21.8255637197743
"APR",322101344,1.97005564639419e-10,1.01699682009126e-09,2.03638036988529e-10,7.7421252742127e-10,8.40227887266565e-10,1.22922436118778e-10,7.48254999627385e-11,5.5993836234336e-09,1819555328,5.34288108547387e-13,2.81320496411941e-12,4.25504249890185e-11,3.63905711120438e-11,7.73227523676034e-11,1342491,8.69684445986563e-12,1.48554208934115e-08,7.5682489789064e-12,4.39872964441701e-11,7.93445448232788e-11,1.39486155958934e-09,1.45409801820956e-12,4.74499692870722e-08,48915848,1.11142845838822e-15,5.14568318510378e-11,2.52540714035243e-11,3.35545590489009e-16,3196114,3.42790596255527e-12,1.87383841082633e-11,2.54123241547055e-12,1.03057467074064e-11,4.28984903155794e-11,2.08795047224042e-12,1.02814555914127e-12,35881.84375,8.01431657989444e-16,4.51189378827127e-15,2.97138378626497e-14,2.11234377428884e-13,26882.23046875,1.76802718515959e-13,2.09974801435031e-10,1.4998535725029e-13,6.27597095386595e-13,1.72841808140228e-12,2.3731681550454e-11,2.75996571788301e-14,0.179668247699738,1.37759063868671e-23,5.35612319626368e-19,2.75247192260376e-19,"ML056","ML056",37.036,236.656,1.23228388574084,0.258586540224812,1.07419826057979,0.326991872420522,1.23327112501756,0.126419282799325,19.844636376177,1.27979202910815,1.90215787642378,23.6920630730629,23.4334765328381
"MAY",346938976,2.77840583873257e-10,1.39077671601484e-09,2.29720575894987e-10,1.10905984396226e-09,9.78659930872539e-10,6.25926740993599e-11,7.02461977475366e-11,8.29684232428463e-09,1917668864,6.05949860600641e-13,3.21419236712361e-12,4.35853575453393e-11,3.43561984417207e-11,8.58674659154346e-11,1829188.5,8.93604894941502e-12,1.63648152806672e-08,1.04205255535561e-11,6.07931344154267e-11,7.86116172157847e-11,9.59954560286747e-10,1.43079287567155e-12,6.24928944148451e-08,48186540,9.39880675525817e-16,5.13501914600756e-11,2.57247174950681e-11,3.23923107312598e-16,3619444.25,4.37197370320441e-12,2.17544645492174e-11,2.91777929942172e-12,1.71562607870213e-11,4.26190541191751e-11,9.15566450779282e-13,1.00345773357269e-12,33075.98828125,9.05428986824788e-16,4.76123402992157e-15,2.9362305637012e-14,1.50675004699681e-13,33477.98046875,1.04285829104211e-13,2.09144035423492e-10,1.23407699532431e-13,8.82252279045537e-13,1.45028780651479e-12,2.01079708439522e-11,2.00833409147796e-14,0.000205095770070329,1.09684255641868e-25,6.78197578926887e-22,2.70965138136769e-22,"ML056","ML056",37.036,236.656,1.22691573714482,0.358088470578627,1.51095435102909,0.361366534699723,1.39358949599035,0.120759487167334,22.0718576311818,1.73700611947218,1.28037340259958,25.5860350222175,25.2279465516388
"JUN",381691392,3.30329014142094e-10,1.72467917725072e-09,2.03123448616616e-10,1.58185675669387e-09,1.41084044447126e-09,3.05561999314197e-11,7.44634492955143e-11,1.58166013619621e-08,1656288896,5.37115762023338e-13,3.05449263972302e-12,4.4347490957275e-11,3.37687239282403e-11,1.11395080659715e-10,2287940.5,1.12084109354926e-11,1.77489649644258e-08,8.00861807426223e-12,9.91194418209496e-11,9.82968567653231e-11,5.79248815579803e-10,1.46316368309501e-12,9.75177059103771e-08,55229916,5.31774378187183e-16,5.79572050074528e-11,3.02509857441624e-11,2.55458201809641e-16,15989970,2.23149467654116e-11,1.12180223443836e-10,1.06012195549843e-11,1.00661666502244e-10,2.12892675710563e-10,1.45269104905033e-12,4.02198370094697e-12,95556.28125,3.06923913096901e-15,1.71792071399553e-14,9.60841310486925e-14,4.72507720884058e-13,174381.4375,7.69909038866173e-13,9.92585347248109e-10,4.70318011966397e-13,7.28170041625065e-12,8.27608814812919e-12,4.34933304649388e-11,1.02086701180178e-13,2.53722074461393e-08,3.63947873452915e-27,5.18816146879583e-24,1.48571084939408e-24,"ML056","ML056",37.036,236.656,1.22131038254554,0.445977360360432,2.23910543849537,0.342163305138055,2.1550599340066,0.134712573714344,25.1363769027099,2.24712692206299,0.799654239501349,29.0139443154307,28.5679669550703
"JUL",426837920,4.81978845723319e-10,2.42083575408003e-09,3.07608438721019e-10,2.43629116880584e-09,1.32121602547386e-09,8.98273556232398e-12,8.34762051149518e-11,2.33974724039854e-08,669000512,7.34376372647089e-13,3.98089677541846e-12,2.6298399222191e-11,1.69387594228798e-11,8.84213605112372e-11,3247994.75,1.21657588517121e-11,2.19207869633919e-08,6.90095550148762e-12,1.25653570881568e-10,7.26309568044314e-11,1.01343294867107e-10,1.11595682781435e-12,1.45275734553252e-07,63256128,6.63444167530206e-16,6.81330547536163e-11,3.38841177338622e-11,3.63402995346766e-16,22612500,3.88244471294374e-11,1.92236199181295e-10,1.94456829111234e-11,1.77188930194916e-10,2.72665584555298e-10,6.9541171866111e-13,5.05167479028512e-12,94425.671875,6.78171762318177e-15,3.64128452596309e-14,1.1095254082898e-13,4.26547333695279e-13,299744.78125,1.20775546681717e-12,1.71328573550511e-09,6.43442222246493e-13,1.07927815989894e-11,9.76990623818841e-12,9.23224604404416e-12,1.1074595965754e-13,1.73409286929882e-10,4.88181983871637e-29,1.24819069798502e-25,5.16208975146374e-26,"ML056","ML056",37.036,236.656,1.21379382297448,0.649280927316985,3.36989924848085,0.48883309697089,2.05573921345009,0.150071890858364,31.86349823511,3.176606781459,0.145963183917513,35.3533865476238,34.7041056203068
"AUG",528935616,4.6346634863248e-10,2.02589589548552e-09,5.8641541622606e-10,2.34088193273863e-09,1.47007439554869e-09,7.87489431303134e-12,9.08200875615606e-11,2.10971613512356e-08,452423488,7.55785570846074e-13,3.48662787010012e-12,1.79454610893526e-11,1.71241562596514e-11,7.96702634420221e-11,2715957,1.36184015453455e-11,1.98731147094122e-08,1.36799824940192e-11,1.02559488679432e-10,7.18019116385804e-11,1.14428078124007e-10,1.2545461631347e-12,1.33134093971421e-07,82105456,1.90749278622827e-15,9.34778573991046e-11,3.7259823698621e-11,1.09993676239282e-15,18750330,2.99585738161579e-11,1.30775890117008e-10,2.97809346627709e-11,1.32531804974967e-10,1.94229785033251e-10,3.26238737630505e-13,4.6201146207403e-12,68021.96875,6.77104373749695e-15,3.14445125211386e-14,6.61518162838916e-14,2.87445224957453e-13,200737.359375,8.71347319384569e-13,1.22416399239711e-09,7.62778186967628e-13,6.3242722690704e-12,5.61799651938033e-12,6.28573408600896e-12,7.71597141648733e-14,7.37373096609817e-12,8.30025212754039e-31,7.66124377781147e-27,2.33585084413344e-27,"ML056","ML056",37.036,236.656,1.21213574991884,0.616588165281283,3.15192763497094,0.877728065210103,2.13231125907929,0.162464653687673,28.1912090939403,2.6184433534759,0.156262413849298,32.136563651048,31.5199754857667
"SEP",572511168,4.56857274233613e-10,1.88307103243801e-09,6.45036857260806e-10,2.21406804001845e-09,1.23488153036533e-09,1.82593159342437e-11,1.29079094635109e-10,1.39218752082115e-08,500803936,7.43901685043569e-13,3.20196300029885e-12,1.9262837852585e-11,1.9908434276128e-11,6.49024375909413e-11,2552321.75,1.17095543331058e-11,2.24110223712159e-08,1.1311680758741e-11,9.7276672827995e-11,7.12603170915926e-11,2.65712729596856e-10,1.36724843686348e-12,9.81022125756681e-08,95589408,2.35867653228629e-15,1.05835187835801e-10,4.23210667899188e-11,8.94432063949704e-16,11055435,1.66335695217512e-11,6.99309152252248e-11,1.75730090201665e-11,7.75069591840705e-11,1.17238246888363e-10,3.76354736221149e-13,3.76512102745474e-12,40898.1328125,2.68561917970696e-15,1.16360761493904e-14,4.77311468344635e-14,2.06877321263371e-13,108196.0859375,4.72337826403629e-13,6.60275223385298e-10,4.09961073335324e-13,3.79371360714753e-12,3.81389407902444e-12,7.36000843604145e-12,6.17563522564181e-14,1.98707109794194e-11,2.02727542494225e-30,1.31931208608381e-26,4.32366996950458e-27,"ML056","ML056",37.036,236.656,1.20868178317207,0.587929025847167,2.91528722418324,0.942973273230918,1.74933638555175,0.213446298001181,30.2502992120384,2.36444209530225,0.352582639597868,34.0965668342673,33.5086378084201
"OCT",618311424,2.51266646378312e-10,1.14057974176518e-09,7.35259741979633e-10,1.77975301163258e-09,9.80159287067295e-10,6.91058876789441e-11,1.78262626882031e-10,5.96299898347752e-09,533911296,4.9343038335814e-13,2.24529466200107e-12,2.04518971202994e-11,2.43023708795809e-11,4.18012638392362e-11,1557476.625,9.17163740787874e-12,1.62327715713673e-08,7.8994198335347e-12,5.37637052933082e-11,6.32327176730563e-11,6.83880507779122e-10,1.23382857750154e-12,4.50591919332055e-08,103415984,3.18748175403216e-15,1.13884179864243e-10,4.48046461043461e-11,7.13129637908486e-16,2794677,3.21363703877087e-12,1.55091356424109e-11,4.44463172863396e-12,1.29423477143731e-11,3.61247767810546e-11,8.81582025262506e-13,1.21377116257121e-12,12959.111328125,5.23291502039109e-16,2.52948496126486e-15,1.01314144451844e-14,9.82964659104399e-14,23433.8828125,2.14605487243794e-13,1.77968292880415e-10,1.30635709498159e-13,6.45045215158513e-13,1.77910615926924e-12,8.4093192478929e-12,2.48968648296341e-14,8.17991008261743e-08,2.13835909280677e-26,1.14140883910716e-23,1.43912494473757e-23,"ML056","ML056",37.036,236.656,1.21483160396434,0.321157338181042,2.26877836741001,1.04672151691737,1.34323511944028,0.273992840050339,21.3434694646059,1.40718403308028,0.926038551053593,25.2546148302485,24.9334574920675
