"month","num_a1","mom_a1","ncl_a1","pom_a1","soa_a1","so4_a1","dst_a1","bc_a1","wat_a1","num_a2","mom_a2","ncl_a2","soa_a2","so4_a2","wat_a2","num_a3","mom_a3","ncl_a3","pom_a3","soa_a3","so4_a3","dst_a3","bc_a3","wat_a3","num_a4","mom_a4","pom_a4","bc_a4","wat_a4","num_c1","mom_c1","ncl_c1","pom_c1","soa_c1","so4_c1","dst_c1","bc_c1","num_c2","mom_c2","ncl_c2","soa_c2","so4_c2","num_c3","mom_c3","ncl_c3","pom_c3","soa_c3","so4_c3","dst_c3","bc_c3","num_c4","mom_c4","pom_c4","bc_c4","site","site.long.name","lat","lon","moist.density","MOA","SOA","POA","SO4","BC","NCL","smSS","DST","total.aerosol","total.aerosol.no.moa"
"NOV",400006976,1.89729065791511e-10,1.06250663822749e-09,3.36019823077294e-10,8.88416451516605e-10,6.30738405948961e-10,5.97471377927761e-11,1.33150032666229e-10,5.85242565520616e-09,672608320,4.89273552228831e-13,2.66839371779182e-12,2.58832000971099e-11,2.66025656364688e-11,5.26963923885848e-11,1332970.25,1.21496545463229e-11,1.78080412638337e-08,4.3183837582228e-12,3.74938760594468e-11,5.75705143279759e-11,5.17582365855418e-10,1.05864080522655e-12,6.5717330244297e-08,73663856,2.71922754122988e-15,7.62001850507232e-11,3.69023006596692e-11,5.83318556489094e-16,1950868.25,4.06043558151548e-12,2.42815576673161e-11,1.00014072544619e-12,3.30575150586654e-12,1.64769326654879e-11,5.75201019627214e-13,4.62303318456841e-13,48846.1796875,2.08488477878937e-15,1.22554647569053e-14,1.48601529031175e-14,1.3711772060658e-13,32784.7734375,2.21202830358314e-13,2.97748381505869e-10,5.31196451842436e-14,3.11695683369653e-13,1.13268530839428e-12,2.93502960650727e-12,1.50979031929505e-14,0.0775331407785416,1.55136801863694e-23,4.34123203826765e-19,2.37490533200393e-19,"ML056","ML056",37.036,236.656,1.22683947825631,0.253531820949837,1.17215413294277,0.512317925311608,0.898854030337623,0.210511393184009,23.5495009113781,1.3366033894712,0.71259711654765,26.1373131977088,25.883781376759
"DEC",397215232,1.27631308299847e-10,8.69743388420829e-10,3.08134379123359e-10,8.99835150836026e-10,5.45154532627379e-10,3.04128215666832e-11,1.47347037349199e-10,5.58731061417461e-09,502056960,3.78281932687796e-13,2.52362453850852e-12,2.82515781602211e-11,2.33475669353389e-11,5.64148137927045e-11,1064484,8.02837397256839e-12,1.40790952229963e-08,3.7910004996311e-12,3.11344214298792e-11,4.97507451902024e-11,3.0013272422913e-10,1.24465227620968e-12,5.9749481806648e-08,78063368,8.47081969286123e-16,7.89947135482194e-11,4.16653760104690e-11,2.30615413680942e-16,2777073.75,4.51638943257948e-12,3.01952247927506e-11,1.6922021509741e-12,5.75429200816435e-12,2.658214967588e-11,3.32469132519747e-13,8.61715321494316e-13,95420.328125,3.47017603556296e-15,2.22301391433321e-14,2.8805852424511e-14,3.56093301547011e-13,39275.890625,2.56465421816232e-13,3.80744408223777e-10,7.63413109312362e-14,4.95463370851768e-13,1.42441039432256e-12,1.69246908154896e-12,2.51637530528526e-14,1.81838178634644,3.51280922298169e-22,7.95802012324196e-18,4.41078717443539e-18,"ML056","ML056",37.036,236.656,1.23505312763717,0.173914174528022,1.19244343861547,0.484991338689884,0.798604493337541,0.236072932191074,18.9732864263834,1.11461626471304,0.410742216436212,21.0776115815661,20.9036974070381
"JAN",772905600,5.58778370796098e-11,4.45230685652831e-10,5.90326787452966e-10,1.80656001269597e-09,7.88622389613636e-10,4.950323484465e-11,2.86549256545143e-10,3.1383202703239e-09,748590912,1.34330453661555e-13,1.04368564571994e-12,6.47874393022718e-11,3.98507060683784e-11,5.1292827624172e-11,550533.5625,5.44198887342251e-12,6.88937440429527e-09,5.62769015416409e-12,3.63914141876531e-11,6.21909398978993e-11,7.36494532027621e-10,1.96229946354542e-12,2.62151900187746e-08,123984776,2.93209824994055e-16,1.23170404431328e-10,6.41642988741253e-11,9.58290063131663e-17,2750680.25,2.3612884651053e-12,1.77866575634678e-11,2.26851848937615e-12,7.25668396900359e-12,2.12216633155293e-11,2.6827213952911e-13,1.13910963994712e-12,167132.109375,1.9905613073655e-15,1.45596662710131e-14,6.08186867838076e-14,2.73664608769347e-13,21888.080078125,1.94208974531491e-13,2.22247262260389e-10,9.62454400031676e-14,5.26226035402894e-13,1.46006080489758e-12,2.02677653306227e-12,3.22230442198826e-14,5.5939793586731,6.13744033142828e-22,2.01948040184819e-17,1.05952547229764e-17,"ML058","ML058",36.993,236.88,1.22121126821295,0.0781720995193399,2.3393310500565,0.881091310217018,1.11572233582451,0.432122185621304,9.25152685247845,0.566734338013305,0.9626720689947,12.7213068526553,12.643134753136
"FEB",532355872,8.42311220772274e-11,6.62283450303391e-10,3.49530598908743e-10,1.07566189289088e-09,7.23180848538618e-10,3.92022456163765e-11,1.70571806679121e-10,3.98981958582567e-09,1092332416,2.19933893688164e-13,1.69305108127515e-12,5.96870330937804e-11,3.57645024706699e-11,6.4237906660658e-11,802944.4375,7.4490622004042e-12,1.01222736859086e-08,6.13659730669402e-12,4.18784937283867e-11,7.14996395423384e-11,4.79777884088151e-10,1.95458124511994e-12,3.71986246250344e-08,89657720,4.34388512082074e-16,8.92739077107407e-11,4.67652479241298e-11,1.52641398674754e-16,4248406,3.36049525880011e-12,2.50945896007604e-11,3.32027049083916e-12,1.06413142186845e-11,4.15221711180802e-11,3.77042879340025e-13,1.68701771302571e-12,198794.09375,2.01932993438604e-15,1.46203561816839e-14,8.72699739622e-14,4.83072783163951e-13,31594.33984375,2.25188181361517e-13,3.1598820782186e-10,1.73323744137414e-13,8.87759809241329e-13,2.28085497537556e-12,2.55657864670078e-12,4.79075160347408e-14,18.7814769744873,1.36002245389195e-21,5.82862032200303e-17,3.04994792912551e-17,"ML058","ML058",36.993,236.88,1.22174675669012,0.116662466252999,1.45246601252999,0.547873709276682,1.06869987148497,0.270038521401361,13.5948008470603,0.841888232913113,0.637646432837919,16.2357218483142,16.1190593820612
"MAR",552901184,8.99449195679303e-11,5.87512816174751e-10,3.44281908537525e-10,1.07863218357096e-09,8.65136517980147e-10,8.61134358265403e-11,1.60535057469602e-10,3.16410053713412e-09,2154738176,2.18029302836813e-13,1.4374793673097e-12,8.16438236461714e-11,4.87229978585191e-11,6.98311547475683e-11,753826.5,7.62024818246054e-12,9.30966592704863e-09,7.51201097853871e-12,4.58433707661854e-11,8.0557449599894e-11,9.4170748976552e-10,1.7986074869053e-12,2.53856846654799e-08,77206952,4.61122777721551e-16,7.72662767101195e-11,3.96819868631049e-11,1.41832265651054e-16,2776074,1.98039544832551e-12,1.26848462289608e-11,2.79826509186343e-12,9.39429350282905e-12,3.08005738969275e-11,8.62770629678905e-13,1.32242849483488e-12,82570.0078125,8.55501582660949e-16,5.5139900925641e-15,4.64438261612264e-14,2.4015940061281e-13,16343.361328125,1.59691731409575e-13,1.55558954606505e-10,1.90962602176527e-13,5.95788392579455e-13,1.70304016115091e-12,9.52155888855888e-12,3.76241633605768e-14,4.72999000549316,2.39507409964021e-22,1.83098264929573e-17,9.21471592322437e-18,"ML058","ML058",36.993,236.88,1.21971493018013,0.121879527558259,1.48336351317555,0.526977155263988,1.25284328892783,0.24806039442681,12.2787061961024,0.733830090435193,1.2663144502495,15.6947810125288,15.5729014849705
"APR",600306432,1.20928336788673e-10,6.51704634702099e-10,3.78851089388732e-10,1.2685632544418e-09,1.07012454453326e-09,1.47442863474012e-10,1.57958368607325e-10,3.35860628197793e-09,3112323840,2.3929900487378e-13,1.34361239582242e-12,9.73502667367399e-11,5.86575024663638e-11,8.43111344628333e-11,891386.875,7.80320166121617e-12,8.79386696794882e-09,9.01838586447878e-12,5.53233778233242e-11,9.12330835878272e-11,1.81417325606503e-09,1.88953345157949e-12,2.14806146203728e-08,73602224,5.92564291685289e-16,7.45628073173243e-11,3.71633071538646e-11,1.6337232673462e-16,3150626.25,2.01003189786997e-12,1.10961413668509e-11,3.65707030630658e-12,1.30275356474696e-11,3.87054902017958e-11,1.7625599330745e-12,1.60448184686329e-12,44091.66015625,3.29643597261439e-16,1.95819469614325e-15,4.52512512053374e-14,1.73390056652789e-13,15634.271484375,1.56429719438272e-13,1.29917521185519e-10,1.56976225095841e-13,7.16773537225157e-13,1.79631125512419e-12,2.33012827782764e-11,3.17572709665828e-14,12.7227935791016,1.5269603656177e-21,6.17869308340282e-17,3.14393119770705e-17,"ML058","ML058",36.993,236.88,1.21147804254163,0.158871075620487,1.73850304607511,0.564847264976145,1.52729864367012,0.240657059947479,11.615567680972,0.804598716012187,2.40681915182379,16.51406087701,16.3551898013895
"MAY",688402880,1.71386876912649e-10,8.93563278925313e-10,4.56338300480752e-10,1.84972681616102e-09,1.37467270899805e-09,9.68008381785346e-11,1.75096756538373e-10,4.90972595912353e-09,3628548864,2.24160493227273e-13,1.30335282497174e-12,1.08367932682985e-10,6.44763825663475e-11,9.85870343694906e-11,1216330,7.09674029611418e-12,8.82061801377176e-09,1.18137158042209e-11,7.87335682761459e-11,9.40662409076864e-11,1.47035794650918e-09,1.96335504278056e-12,2.52554261948035e-08,74353960,4.47571309356666e-16,7.54996690166543e-11,3.87091331210954e-11,1.39254175292298e-16,3403662.5,2.65061063375871e-12,1.32855653561803e-11,4.43714639683512e-12,2.0072603301724e-11,4.12889687717577e-11,7.88961940483696e-13,1.83773222334205e-12,23870.16015625,1.94045904383761e-16,1.09154753632498e-15,3.67877657590082e-14,9.61527339411565e-14,20267.171875,1.16698697146672e-13,1.29035060414395e-10,1.47606346633314e-13,1.16416349216913e-12,1.72269240972939e-12,1.65002612267928e-11,3.19747077122748e-14,0.20054042339325,5.62250575885562e-23,1.06846040844074e-18,4.78284412177016e-19,"ML058","ML058",36.993,236.88,1.20147949242854,0.218039366346701,2.47276719215208,0.658694838596985,1.89391993382502,0.26148873771571,11.843952185284,1.09112755229932,1.90368178825703,16.7797768500255,16.5617374836788
"JUN",743435264,2.08729741824065e-10,1.11953135650822e-09,4.40993852546256e-10,2.49775533589514e-09,1.97037430815783e-09,4.82483254737875e-11,1.84287488047552e-10,8.59572857336843e-09,3498851584,1.83945008747424e-13,1.13794444787235e-12,1.11030129534839e-10,6.5386987491145e-11,1.23090204695586e-10,1526649,7.75685939091719e-12,9.10837094636463e-09,9.42271174281251e-12,1.16769191538246e-10,1.12044672151423e-10,8.70769067962129e-10,1.95356751608866e-12,3.27008287115405e-08,74147600,2.81938145806705e-16,7.53358625482647e-11,3.90987416054589e-11,1.0720277944044e-16,9734308,8.17672492214871e-12,4.21478026091382e-11,1.11709894806689e-11,7.0507495675276e-11,1.31133645608905e-10,8.56308513680348e-13,4.88296209022465e-12,37658.41796875,3.47972410858177e-16,2.0640937198243e-15,7.44693613415406e-14,1.76076574110937e-13,66062.15625,3.28033498801783e-13,3.45147188607342e-10,3.05521585678217e-13,4.37772387784641e-12,4.90269543712563e-12,2.5391149252596e-11,7.37930292500806e-14,1.61879420979005e-09,1.54232430139978e-28,4.69428297034579e-25,1.59335000779107e-25,"ML058","ML058",36.993,236.88,1.19468456345195,0.269014213074008,3.34573125875178,0.641819119153214,2.72868150770236,0.275131736035365,12.6831742958523,1.38920210968819,1.12929332610496,17.7271141979222,17.4580999848482
"JUL",875407104,3.01578956252158e-10,1.55189272543765e-09,6.59375720690747e-10,3.88577081622543e-09,1.96408289632188e-09,2.44728057263721e-11,2.36721087176761e-10,1.03381827543103e-08,2388277760,2.11720343947647e-13,1.25434092366344e-12,8.86469300742654e-11,4.72259141515163e-11,9.24203352736797e-11,2142978,7.35988006650423e-12,1.09839701778469e-08,6.99534831102855e-12,1.49054962816919e-10,9.00617427856965e-11,3.08469250143162e-10,1.42748085487504e-12,3.95129369223923e-08,77780480,2.73246608386031e-16,7.95062349290276e-11,4.05844108319897e-11,1.15037754793203e-16,10597772,1.2206242093471e-11,6.13423756234965e-11,1.47874438388707e-11,1.00069022512805e-10,1.46872652928565e-10,3.08241821823929e-13,5.56751259678245e-12,22391.4140625,5.37806629200173e-16,2.99270335143748e-15,5.11225684994478e-14,1.06787795023811e-13,98986.8203125,4.19718947097802e-13,4.932808050917e-10,2.67484737701343e-13,5.5080402044938e-12,4.7241967282563e-12,5.07213281791818e-12,5.89027660197541e-14,9.60340273557965e-14,1.20405012080803e-32,7.92374222736749e-29,3.84673360493031e-29,"ML058","ML058",36.993,236.88,1.18325588812811,0.380744918917164,5.00410853478951,0.90037754458082,2.6659633025482,0.336469927562964,15.4908824847693,1.91035767968306,0.400322007985914,20.1747601863644,19.7940152674472
"AUG",943296704,2.97032648477469e-10,1.34259103834466e-09,1.032697038994e-09,3.71462660631039e-09,1.93077664967234e-09,1.89948178713761e-11,2.48696008231519e-10,8.90811868714536e-09,1395938560,2.51600064567203e-13,1.28072303196697e-12,5.05420705287918e-11,3.5287831684494e-11,6.50369966215258e-11,1842984.125,7.82794228743056e-12,1.06644968411729e-08,1.10798696606462e-11,1.14890479074869e-10,7.50641493407755e-11,2.45236830842543e-10,1.26717289005568e-12,3.65837351523624e-08,94565560,6.10976564497111e-16,9.91605547673302e-11,4.57513957274891e-11,2.47416153371054e-16,6773337,7.98340560326238e-12,3.55268106599915e-11,1.52042059498037e-11,6.18942813668255e-11,9.25998860923372e-11,1.54800258440717e-13,3.85316605011621e-12,12496.62890625,5.25605013715856e-16,2.53521238629596e-15,2.33779551842223e-14,6.65470554096076e-14,56828.50390625,2.42550960869933e-13,3.15978854192878e-10,2.69026093719857e-13,2.81272227731222e-12,2.34593854758769e-12,2.89202299261215e-12,3.13414150589306e-14,5.12766803843767e-13,1.22372323834443e-31,5.76595643810091e-28,1.79485620793834e-28,"ML058","ML058",36.993,236.88,1.18373667889946,0.370911203381511,4.66959206609342,1.37125322945195,2.52862845583359,0.354646425067457,14.6308395179337,1.63284768556518,0.316387330745139,19.5726661624133,19.2017549590318
"SEP",1003603776,2.83390977351416e-10,1.2005212379762e-09,1.13818587887948e-09,3.34518390765481e-09,1.72255543162692e-09,3.07079778272268e-11,2.91007246078223e-10,6.75302613828421e-09,1096922112,2.50693264975191e-13,1.15975480087516e-12,3.94983143414684e-11,3.62131886977313e-11,5.11075244624681e-11,1674345.375,8.37374440620930e-12,1.18233964840897e-08,1.18009326269264e-11,1.05158187713172e-10,7.86127274388093e-11,4.36766040001757e-10,1.5578051001941e-12,3.09466159365002e-08,122532176,9.5118337729486e-16,1.28890800810133e-10,5.51100658163772e-11,2.54473049552425e-16,5020588,5.46198156148314e-12,2.30798973682722e-11,1.23812644164945e-11,4.41810997509062e-11,6.570551047691e-11,1.99572997017228e-13,3.39758820036562e-12,10639.357421875,3.55968957745629e-16,1.57767647365493e-15,1.85807942518429e-14,6.32286107152269e-14,37289.5703125,1.96295196351788e-13,2.1326031218738e-10,2.12082982469289e-13,1.98854301081131e-12,1.88833020400847e-12,3.76684230682378e-12,3.25277253591418e-14,3.21734663650403e-13,2.30547253182318e-32,3.0025404314805e-28,8.54901644867158e-29,"ML058","ML058",36.993,236.88,1.18444725695309,0.352580335949435,4.18823941517882,1.52967923566961,2.25641752747116,0.415865630034585,15.7074516706668,1.45066654543066,0.558396327840951,20.8203907276326,20.4678103916831
"OCT",1015968000,1.35917013754927e-10,6.43058106764016e-10,1.12102704896699e-09,2.66820898708886e-09,1.35997524353115e-09,9.53598658370858e-11,3.28757993051099e-10,2.72571276660472e-09,1008740544,1.69061406584195e-13,8.24729986994427e-13,4.10484632396013e-11,4.21804917383195e-11,3.21772573863566e-11,915668.0625,6.97298989382755e-12,8.11952904911095e-09,9.18890397799688e-12,5.88634002651744e-11,7.30470961496366e-11,1.03594033351584e-09,1.58118949791092e-12,1.33378685873708e-08,136755472,1.16095606300095e-15,1.43334372149084e-10,6.03537705923252e-11,1.76171351909658e-16,1730279,1.22120597054881e-12,6.15077129853536e-12,3.62073066841051e-12,9.55705133087736e-12,2.45590839331733e-11,4.724627264939e-13,1.16851070919993e-12,7191.75048828125,1.05425882988113e-16,5.38062750787599e-16,9.406702372876e-15,5.00942095151089e-14,8986.62890625,1.2474649948007e-13,7.20196749459667e-11,9.40070300791719e-14,4.43798047356642e-13,1.18461414722743e-12,5.14206862853306e-12,2.04320135571874e-14,7.54003348646393e-09,6.27876975608815e-25,1.85710597192645e-24,4.44135444260931e-25,"ML058","ML058",36.993,236.88,1.19205889142631,0.172140794709546,3.31169588725905,1.52257517481007,1.78927637129322,0.467146298353791,10.5396874746678,0.774878983603874,1.35526931353396,15.8460954273684,15.6739546326588
"NOV",651143424,1.33581881667233e-10,7.66828822662546e-10,5.30225474637547e-10,1.41139955278646e-09,8.09464550943773e-10,7.17997536425763e-11,2.2146669220735e-10,3.71700226153848e-09,961147392,2.641640161824e-13,1.49703589368694e-12,5.01190859647505e-11,3.8368690169488e-11,4.80137873903885e-11,969677.8125,1.21663954952278e-11,1.27604611321885e-08,5.70096444010848e-12,5.11830022809079e-11,6.68434960160447e-11,7.49102557762171e-10,1.51136568538046e-12,3.87031953152928e-08,106405120,1.48192733990171e-15,1.07109689173601e-10,5.2780217696391e-11,3.72933783599491e-16,2559270,3.37334348822493e-12,2.07799177170953e-11,2.18274075029778e-12,6.30690291658631e-12,2.24749021476844e-11,6.57365871806204e-13,9.90368377584705e-13,92358.5,1.42711530848929e-15,8.76778880889387e-15,3.61711867597793e-14,2.04366132849042e-13,26004.568359375,2.97387385984199e-13,2.78028933209384e-10,8.33928534408647e-14,5.74170377042049e-13,1.50886312992593e-12,4.08524039249847e-12,2.60107555069208e-14,30.6437969207764,3.54023850987963e-21,1.06308193534131e-16,5.40551644606542e-17,"ML058","ML058",36.993,236.88,1.21258153556187,0.181506578071314,1.84266180166358,0.782481736489033,1.13845020397904,0.335611901373963,16.7670980304815,0.956865725573074,1.001161782096,20.2063102324909,20.0248036544196
"DEC",590657152,8.6205306781828e-11,6.09615913305106e-10,4.55790127862343e-10,1.30439659074e-09,6.39178987515976e-10,3.23915512467909e-11,2.17177761885345e-10,3.53313356349361e-09,671807424,2.00592038639147e-13,1.40805693927409e-12,4.59493658400145e-11,3.05376661458023e-11,5.16391165938934e-11,747785.8125,8.19930581763550e-12,9.90807436096475e-09,5.11816717480018e-12,4.00432569047648e-11,5.8675182768031e-11,3.32561950200372e-10,1.7881787630486e-12,3.4838006257587e-08,109648600,5.64180323501916e-16,1.09120622260317e-10,5.66880466179587e-11,1.71390671485575e-16,3179696,3.19275291968402e-12,2.21056818683341e-11,2.48485498670348e-12,7.54384749113157e-12,2.58483564413714e-11,3.19121356943952e-13,1.24722758162998e-12,190790.546875,2.07286072258662e-15,1.40282632108942e-14,6.32536422328842e-14,4.03571029676184e-13,28092.28125,2.40380794696432e-13,2.82039447352389e-10,8.8087496281572e-14,6.36799586586217e-13,1.49672494450387e-12,1.95744895986616e-12,3.0736826658103e-14,32.9341163635254,3.45405097525429e-21,1.2399896632846e-16,6.50274406622068e-17,"ML058","ML058",36.993,236.88,1.22228968454771,0.119834472890729,1.70953482795928,0.699885498125132,0.924222719584549,0.338491147335949,13.2291559816333,0.773884989360068,0.44886152857282,15.7604513481425,15.6406168752518
"JAN",772905600,5.58778370796098e-11,4.45230685652831e-10,5.90326787452966e-10,1.80656001269597e-09,7.88622389613636e-10,4.950323484465e-11,2.86549256545143e-10,3.1383202703239e-09,748590912,1.34330453661555e-13,1.04368564571994e-12,6.47874393022718e-11,3.98507060683784e-11,5.1292827624172e-11,550533.5625,5.44198887342251e-12,6.88937440429527e-09,5.62769015416409e-12,3.63914141876531e-11,6.21909398978993e-11,7.36494532027621e-10,1.96229946354542e-12,2.62151900187746e-08,123984776,2.93209824994055e-16,1.23170404431328e-10,6.41642988741253e-11,9.58290063131663e-17,2750680.25,2.3612884651053e-12,1.77866575634678e-11,2.26851848937615e-12,7.25668396900359e-12,2.12216633155293e-11,2.6827213952911e-13,1.13910963994712e-12,167132.109375,1.9905613073655e-15,1.45596662710131e-14,6.08186867838076e-14,2.73664608769347e-13,21888.080078125,1.94208974531491e-13,2.22247262260389e-10,9.62454400031676e-14,5.26226035402894e-13,1.46006080489758e-12,2.02677653306227e-12,3.22230442198826e-14,5.5939793586731,6.13744033142828e-22,2.01948040184819e-17,1.05952547229764e-17,"ML059","ML059",36.952,237.211,1.22121126821295,0.0781720995193399,2.3393310500565,0.881091310217018,1.11572233582451,0.432122185621304,9.25152685247845,0.566734338013305,0.9626720689947,12.7213068526553,12.643134753136
"FEB",532355872,8.42311220772274e-11,6.62283450303391e-10,3.49530598908743e-10,1.07566189289088e-09,7.23180848538618e-10,3.92022456163765e-11,1.70571806679121e-10,3.98981958582567e-09,1092332416,2.19933893688164e-13,1.69305108127515e-12,5.96870330937804e-11,3.57645024706699e-11,6.4237906660658e-11,802944.4375,7.4490622004042e-12,1.01222736859086e-08,6.13659730669402e-12,4.18784937283867e-11,7.14996395423384e-11,4.79777884088151e-10,1.95458124511994e-12,3.71986246250344e-08,89657720,4.34388512082074e-16,8.92739077107407e-11,4.67652479241298e-11,1.52641398674754e-16,4248406,3.36049525880011e-12,2.50945896007604e-11,3.32027049083916e-12,1.06413142186845e-11,4.15221711180802e-11,3.77042879340025e-13,1.68701771302571e-12,198794.09375,2.01932993438604e-15,1.46203561816839e-14,8.72699739622e-14,4.83072783163951e-13,31594.33984375,2.25188181361517e-13,3.1598820782186e-10,1.73323744137414e-13,8.87759809241329e-13,2.28085497537556e-12,2.55657864670078e-12,4.79075160347408e-14,18.7814769744873,1.36002245389195e-21,5.82862032200303e-17,3.04994792912551e-17,"ML059","ML059",36.952,237.211,1.22174675669012,0.116662466252999,1.45246601252999,0.547873709276682,1.06869987148497,0.270038521401361,13.5948008470603,0.841888232913113,0.637646432837919,16.2357218483142,16.1190593820612
