
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4	_NA	_V	_AL	_BE7	_PB210
	8-29-1991	9-5-1991	2.220	0.262	0.701	1.500	4.879	0.323	0.0169	#N/A	0.043	0.0101	1.53	#N/A	3.5	#N/A	#N/A
	9-5-1991	9-12-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-12-1991	9-19-1991	5.182	0.247	0.960	3.100	10.082	0.180	0.0197	#N/A	#N/A	0.0942	14.65	#N/A	#N/A	#N/A	#N/A
	9-19-1991	9-26-1991	5.398	0.164	1.161	3.217	10.461	0.351	0.0251	#N/A	#N/A	0.0461	#N/A	#N/A	#N/A	#N/A	#N/A
	9-26-1991	10-3-1991	3.998	0.324	1.145	2.479	8.061	0.521	0.0205	#N/A	#N/A	0.0770	#N/A	#N/A	#N/A	#N/A	#N/A
	10-3-1991	10-10-1991	2.632	0.196	0.686	1.591	5.175	0.285	0.0086	#N/A	#N/A	0.0396	#N/A	#N/A	#N/A	#N/A	#N/A
	10-10-1991	10-17-1991	5.730	0.251	1.342	3.479	11.314	0.466	0.0115	#N/A	#N/A	0.0631	#N/A	#N/A	#N/A	#N/A	#N/A
	10-17-1991	10-24-1991	4.364	0.175	0.983	2.510	8.161	0.351	0.0137	#N/A	#N/A	0.0565	#N/A	#N/A	#N/A	#N/A	#N/A
	10-24-1991	10-31-1991	5.923	0.380	1.545	3.298	10.723	0.715	0.0134	#N/A	#N/A	0.1244	#N/A	#N/A	#N/A	#N/A	#N/A
	10-31-1991	11-7-1991	6.139	0.282	1.281	3.413	11.100	0.422	0.0132	#N/A	0.101	0.0891	3.49	0.104	8.1	#N/A	#N/A
	11-7-1991	11-14-1991	6.271	0.267	1.245	3.663	11.911	0.323	0.0132	#N/A	0.295	0.0356	4.22	#N/A	23.6	#N/A	#N/A
	11-14-1991	11-21-1991	8.574	0.241	1.455	4.775	15.528	0.253	0.0114	#N/A	0.201	0.0114	5.77	#N/A	16.1	#N/A	#N/A
	11-21-1991	11-28-1991	5.333	0.204	1.171	3.145	10.229	0.380	0.0056	#N/A	0.646	0.0342	3.83	0.165	51.7	#N/A	#N/A
	11-28-1991	12-5-1991	8.183	0.190	1.405	4.657	15.144	0.233	0.0315	#N/A	0.075	0.0472	5.98	#N/A	6.0	#N/A	#N/A
	12-5-1991	12-12-1991	8.203	0.220	1.847	4.720	15.349	0.659	0.0082	#N/A	0.274	0.0239	5.67	#N/A	21.9	#N/A	#N/A
	12-12-1991	12-19-1991	8.675	0.185	1.764	4.950	16.099	0.518	0.0070	#N/A	0.131	0.0258	6.04	#N/A	10.5	#N/A	#N/A
	12-19-1991	12-26-1991	5.569	0.176	1.058	3.230	10.505	0.245	0.0064	#N/A	0.195	0.0646	4.13	#N/A	15.6	#N/A	#N/A
	12-26-1991	1-2-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-2-1992	1-9-1992	14.603	0.178	2.216	8.088	26.303	0.180	0.0062	#N/A	0.373	0.1316	11.50	#N/A	29.8	#N/A	#N/A
	1-9-1992	1-16-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-16-1992	1-23-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-23-1992	1-30-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-30-1992	2-6-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-6-1992	2-13-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-13-1992	2-20-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-20-1992	2-27-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-27-1992	3-5-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-5-1992	3-12-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-12-1992	3-19-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-19-1992	3-26-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-26-1992	4-2-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-2-1992	4-9-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-9-1992	4-16-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-16-1992	4-23-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-23-1992	4-30-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-30-1992	5-7-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-7-1992	5-14-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-14-1992	5-21-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-21-1992	5-28-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-28-1992	6-4-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-4-1992	6-11-1992	3.920	0.254	1.138	2.337	7.599	0.550	0.0394	#N/A	0.376	0.1222	3.55	0.098	30.1	#N/A	#N/A
	6-11-1992	6-18-1992	5.165	0.290	1.377	3.191	10.377	0.574	0.0350	#N/A	0.333	0.0338	3.69	0.104	26.6	#N/A	#N/A
	6-18-1992	6-25-1992	3.380	0.150	0.829	2.021	6.572	0.320	0.0262	#N/A	0.134	0.0317	2.94	#N/A	10.7	#N/A	#N/A
	6-25-1992	7-2-1992	4.001	0.212	1.084	2.457	7.989	0.466	0.0340	#N/A	0.116	0.0949	2.75	0.030	9.3	#N/A	#N/A
	7-2-1992	7-9-1992	3.231	0.138	0.786	1.805	5.868	0.332	0.0130	#N/A	0.151	0.0637	2.95	0.106	12.1	#N/A	#N/A
	7-9-1992	7-16-1992	4.495	0.186	1.096	2.989	9.720	0.344	0.0209	#N/A	0.083	0.0019	3.51	#N/A	6.7	#N/A	#N/A
	7-16-1992	7-23-1992	5.082	0.223	1.315	3.226	10.492	0.503	0.0235	#N/A	0.106	0.0052	4.11	#N/A	8.5	#N/A	#N/A
	7-23-1992	7-30-1992	6.721	0.216	1.454	4.184	13.607	0.401	0.0234	#N/A	#N/A	0.0021	4.57	#N/A	#N/A	#N/A	#N/A
	7-30-1992	8-6-1992	4.840	0.219	1.195	3.130	10.179	0.407	0.0212	#N/A	0.035	0.0170	3.62	#N/A	2.8	#N/A	#N/A
	8-6-1992	8-13-1992	4.620	0.295	1.528	3.314	10.779	0.694	0.0296	#N/A	0.149	0.0234	3.40	0.081	11.9	#N/A	#N/A
	8-13-1992	8-20-1992	3.501	0.218	1.211	2.472	8.038	0.589	0.0351	#N/A	0.074	0.0016	2.75	#N/A	5.9	#N/A	#N/A
	8-20-1992	8-27-1992	3.851	0.256	1.140	2.597	8.444	0.487	0.0237	#N/A	0.061	0.0283	2.51	0.056	4.9	#N/A	#N/A
	8-27-1992	9-5-1992	3.415	0.212	0.997	2.296	7.466	0.419	0.0254	#N/A	0.331	0.0035	2.48	0.117	26.5	#N/A	#N/A
	9-5-1992	9-10-1992	8.302	0.236	1.658	5.011	16.296	0.397	0.0172	#N/A	0.117	0.0006	4.40	#N/A	9.4	#N/A	#N/A
	9-10-1992	9-17-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-17-1992	9-24-1992	5.588	0.339	1.399	3.431	11.158	0.536	0.0248	#N/A	0.115	0.0047	3.31	0.072	9.2	#N/A	#N/A
	9-24-1992	10-1-1992	9.289	0.307	1.965	4.986	16.215	0.710	0.0323	#N/A	0.136	0.0043	4.49	#N/A	10.9	#N/A	#N/A
	10-1-1992	10-8-1992	8.714	0.347	1.970	5.250	17.073	0.648	0.0247	#N/A	1.650	0.0023	5.35	#N/A	132.0	#N/A	#N/A
	10-8-1992	10-15-1992	3.796	0.301	1.182	2.526	8.214	0.547	0.0250	#N/A	0.319	0.0086	2.38	#N/A	25.5	#N/A	#N/A
	10-15-1992	10-22-1992	5.935	0.270	1.192	3.537	11.502	0.302	0.0206	#N/A	0.166	0.0271	5.08	#N/A	13.3	#N/A	#N/A
	10-22-1992	10-29-1992	10.419	0.202	1.499	7.271	23.644	-0.331	0.0156	#N/A	0.193	0.0226	6.07	#N/A	15.4	#N/A	#N/A
	10-29-1992	11-5-1992	6.343	0.211	1.352	3.608	11.732	0.444	0.0110	#N/A	#N/A	0.0349	#N/A	#N/A	#N/A	#N/A	#N/A
	11-5-1992	11-12-1992	6.756	0.243	1.315	3.961	12.881	0.318	0.0141	#N/A	0.229	0.0094	4.84	#N/A	18.3	#N/A	#N/A
	11-12-1992	11-19-1992	5.889	0.264	1.411	3.673	11.945	0.486	0.0126	#N/A	#N/A	0.0409	#N/A	#N/A	#N/A	#N/A	#N/A
	11-19-1992	11-26-1992	4.669	0.410	2.489	3.245	10.553	1.673	0.0110	#N/A	0.648	0.2095	3.57	0.173	51.8	#N/A	#N/A
	11-26-1992	12-3-1992	6.646	0.263	1.396	4.074	13.247	0.371	0.0120	#N/A	#N/A	0.0245	3.53	#N/A	#N/A	#N/A	#N/A
	12-3-1992	12-10-1992	19.522	0.274	2.965	15.201	49.435	#N/A	0.0192	#N/A	#N/A	0.0615	4.22	#N/A	#N/A	#N/A	#N/A
	12-10-1992	12-17-1992	5.854	0.340	1.471	3.712	12.071	0.537	0.0078	#N/A	0.041	0.0166	3.57	#N/A	3.3	#N/A	#N/A
	12-17-1992	12-24-1992	7.041	0.173	1.192	4.237	13.779	0.125	0.0074	#N/A	0.116	0.0268	3.92	#N/A	9.3	#N/A	#N/A
	12-24-1992	12-31-1992	5.100	0.174	0.947	3.096	10.068	0.168	0.0068	#N/A	0.017	0.0240	2.54	#N/A	1.3	#N/A	#N/A
	12-31-1992	1-7-1993	4.886	0.241	1.281	3.041	9.890	0.515	0.0051	#N/A	0.233	0.0771	2.77	0.065	18.6	#N/A	#N/A
	1-7-1993	1-14-1993	4.496	0.220	1.076	2.721	8.849	0.391	0.0070	#N/A	0.436	0.0426	3.11	0.060	34.9	#N/A	#N/A
	1-14-1993	1-21-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-21-1993	1-28-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-28-1993	2-4-1993	10.076	0.352	1.815	5.947	19.339	0.318	0.0064	#N/A	0.245	0.2072	6.55	#N/A	19.6	#N/A	#N/A
	2-4-1993	2-11-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-11-1993	2-18-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-18-1993	2-25-1993	34.230	0.482	4.871	22.717	73.875	#N/A	0.0281	#N/A	1.164	0.1663	14.70	#N/A	93.2	#N/A	#N/A
	2-25-1993	3-4-1993	7.836	0.371	1.908	4.687	15.243	0.728	0.0090	#N/A	1.170	0.1017	4.19	0.241	93.6	#N/A	#N/A
	3-4-1993	3-11-1993	7.971	0.390	2.218	4.781	15.548	1.015	0.0128	#N/A	1.939	0.1470	5.89	0.234	155.1	#N/A	#N/A
	3-11-1993	3-18-1993	6.534	0.344	1.392	3.960	12.877	0.395	0.0144	#N/A	0.709	0.0835	3.77	0.132	56.7	#N/A	#N/A
	3-18-1993	3-25-1993	6.822	0.308	1.369	3.982	12.951	0.367	0.0146	#N/A	1.121	0.1397	5.50	1.077	89.7	#N/A	#N/A
	3-25-1993	4-1-1993	3.245	0.268	1.058	1.885	6.128	0.583	0.0215	#N/A	0.372	0.1791	2.50	0.130	29.8	#N/A	#N/A
	4-1-1993	4-8-1993	7.090	0.652	2.449	4.216	13.711	1.388	0.0314	#N/A	6.011	0.1737	4.43	0.912	480.9	#N/A	#N/A
	4-8-1993	4-15-1993	8.338	0.539	1.917	4.928	16.026	0.676	0.0258	#N/A	1.131	0.2042	6.49	0.099	90.5	#N/A	#N/A
	4-15-1993	4-22-1993	5.927	1.010	3.102	3.881	12.622	2.125	0.0186	#N/A	1.442	0.5115	3.45	0.328	115.3	#N/A	#N/A
	4-22-1993	4-29-1993	4.013	0.749	1.680	2.621	8.524	1.020	0.0253	#N/A	#N/A	0.2115	#N/A	#N/A	#N/A	#N/A	#N/A
	4-29-1993	5-6-1993	4.060	0.517	1.831	2.407	7.826	1.226	0.0510	#N/A	1.504	0.0053	2.17	0.151	120.3	#N/A	#N/A
	5-6-1993	5-13-1993	4.966	0.461	1.549	3.056	9.937	0.780	0.0457	#N/A	1.809	0.0738	3.79	0.275	144.7	#N/A	#N/A
	5-13-1993	5-20-1993	6.422	0.774	2.571	4.151	13.500	1.527	0.0464	#N/A	3.638	0.1592	5.42	0.619	291.0	#N/A	#N/A
	5-20-1993	5-27-1993	6.621	0.933	2.914	4.236	13.776	1.847	0.0528	#N/A	#N/A	0.3905	#N/A	#N/A	#N/A	#N/A	#N/A
	5-27-1993	6-3-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-3-1993	6-10-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-10-1993	6-18-1993	3.309	0.281	1.062	2.068	6.726	0.541	0.0289	#N/A	0.424	0.0655	2.79	0.157	33.9	#N/A	#N/A
	6-18-1993	6-24-1993	2.441	0.476	1.101	1.684	5.476	0.677	0.0271	#N/A	#N/A	0.1153	#N/A	#N/A	#N/A	#N/A	#N/A
	6-24-1993	7-1-1993	1.721	0.263	0.799	1.194	3.884	0.499	0.0318	#N/A	0.248	0.0182	1.25	0.081	19.9	#N/A	#N/A
	7-1-1993	7-8-1993	5.449	0.157	1.200	3.582	11.650	0.298	0.0202	#N/A	0.169	0.0268	4.95	#N/A	13.5	#N/A	#N/A
	7-8-1993	7-15-1993	3.043	0.201	0.967	2.126	6.913	0.432	0.0279	#N/A	0.128	0.0015	2.10	0.042	10.2	#N/A	#N/A
	7-15-1993	7-22-1993	3.399	0.159	0.705	2.109	6.859	0.174	0.0208	#N/A	0.070	0.0320	1.17	0.039	5.6	#N/A	#N/A
	7-22-1993	7-29-1993	6.020	0.258	1.248	3.469	11.281	0.375	0.0189	#N/A	0.079	0.0764	3.93	#N/A	6.3	#N/A	#N/A
	7-29-1993	8-5-1993	6.394	0.186	0.996	3.902	12.690	0.014	0.0151	#N/A	0.040	0.0230	2.93	#N/A	3.2	#N/A	#N/A
	8-5-1993	8-12-1993	5.829	0.155	1.287	3.392	11.029	0.434	0.0196	#N/A	0.032	0.1802	3.44	0.076	2.6	#N/A	#N/A
	8-12-1993	8-19-1993	3.880	0.214	1.136	2.476	8.053	0.513	0.0265	#N/A	#N/A	0.0024	2.39	#N/A	#N/A	#N/A	#N/A
	8-19-1993	8-26-1993	3.432	0.220	1.053	2.214	7.200	0.495	0.0214	#N/A	0.080	0.0113	1.86	#N/A	6.4	#N/A	#N/A
	8-26-1993	9-2-1993	3.868	0.331	1.851	2.741	8.914	1.161	0.0786	#N/A	0.096	0.0319	2.99	#N/A	7.7	#N/A	#N/A
	9-2-1993	9-9-1993	3.933	0.289	1.212	2.654	8.631	0.544	0.0483	#N/A	0.117	0.1092	3.35	0.104	9.3	#N/A	#N/A
	9-9-1993	9-16-1993	7.809	0.120	1.076	5.023	16.336	-0.189	0.0144	#N/A	0.133	0.0412	5.50	#N/A	10.6	#N/A	#N/A
	9-16-1993	9-23-1993	5.954	0.219	1.366	3.825	12.438	0.404	0.0341	#N/A	0.178	0.0067	4.01	#N/A	14.2	#N/A	#N/A
	9-23-1993	9-30-1993	4.383	0.334	1.421	2.823	9.181	0.710	0.0513	#N/A	0.202	0.0186	3.04	#N/A	16.1	#N/A	#N/A
	9-30-1993	10-7-1993	4.921	0.256	1.213	3.053	9.928	0.444	0.0300	#N/A	0.388	0.0194	4.26	#N/A	31.1	#N/A	#N/A
	10-7-1993	10-14-1993	5.835	0.280	1.143	3.484	11.328	0.266	0.0117	#N/A	0.089	0.0185	3.61	#N/A	7.1	#N/A	#N/A
	10-14-1993	10-21-1993	6.277	0.354	1.793	3.997	12.997	0.787	0.0294	#N/A	0.510	0.0026	4.44	0.210	40.8	#N/A	#N/A
	10-21-1993	10-28-1993	4.221	0.354	1.346	2.813	9.149	0.638	0.0187	#N/A	1.322	0.0372	2.68	0.246	105.8	#N/A	#N/A
	10-28-1993	11-4-1993	5.338	0.258	1.351	3.346	10.882	0.508	0.0143	#N/A	0.459	0.0309	4.00	0.113	36.7	#N/A	#N/A
	11-4-1993	11-11-1993	8.228	0.235	1.581	4.902	15.940	0.347	0.0111	#N/A	0.278	0.0265	5.13	#N/A	22.3	#N/A	#N/A
	11-11-1993	11-18-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-18-1993	11-25-1993	5.234	0.176	1.101	3.219	10.467	0.291	0.0072	#N/A	0.323	0.0148	3.07	#N/A	25.8	#N/A	#N/A
	11-25-1993	12-2-1993	8.476	0.332	1.690	5.144	16.728	0.395	0.0106	#N/A	1.347	0.0591	6.37	0.193	107.8	#N/A	#N/A
	12-2-1993	12-9-1993	9.088	0.386	1.871	5.359	17.427	0.522	0.0157	#N/A	0.664	0.0117	5.33	#N/A	53.1	#N/A	#N/A
	12-9-1993	12-16-1993	9.764	0.149	1.729	5.829	18.957	0.262	0.0086	#N/A	0.272	0.0265	7.78	#N/A	21.7	#N/A	#N/A
	12-16-1993	12-23-1993	6.321	0.232	1.269	3.907	12.705	0.286	0.0057	#N/A	0.210	0.0582	4.25	#N/A	16.8	#N/A	#N/A
	12-23-1993	12-30-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-30-1993	1-6-1994	8.973	0.273	3.007	5.614	18.256	1.594	0.0061	#N/A	#N/A	0.1678	#N/A	#N/A	#N/A	#N/A	#N/A
	1-6-1994	1-13-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-13-1994	1-20-1994	6.631	0.140	1.106	3.609	11.736	0.198	0.0055	#N/A	0.239	0.0663	4.22	#N/A	19.1	#N/A	#N/A
	1-20-1994	1-27-1994	11.985	0.284	2.239	6.466	21.027	0.612	0.0113	#N/A	#N/A	0.0798	#N/A	#N/A	#N/A	#N/A	#N/A
	1-27-1994	2-3-1994	11.160	0.266	1.872	6.244	20.306	0.300	0.0065	#N/A	0.472	0.1559	5.54	#N/A	37.8	#N/A	#N/A
	2-3-1994	2-10-1994	7.285	0.308	1.334	4.130	13.431	0.294	0.0076	#N/A	0.338	0.1701	4.17	0.074	27.0	#N/A	#N/A
	2-10-1994	2-17-1994	4.413	0.138	0.870	2.553	8.303	0.227	0.0085	#N/A	0.290	0.0602	42.73	0.064	23.2	#N/A	#N/A
	2-17-1994	2-24-1994	2.945	0.167	0.808	1.768	5.750	0.363	0.0120	#N/A	0.307	0.0961	12.84	0.088	24.6	#N/A	#N/A
	2-24-1994	3-3-1994	5.767	0.209	1.082	3.254	10.581	0.263	0.0103	#N/A	0.743	0.1230	31.09	0.101	59.5	#N/A	#N/A
	3-3-1994	3-10-1994	9.157	0.168	1.926	4.889	15.899	0.696	0.0115	#N/A	0.955	0.3768	2.38	0.284	76.4	#N/A	#N/A
	3-10-1994	3-17-1994	12.864	0.244	2.197	7.207	23.436	0.383	0.0142	#N/A	1.665	0.1193	80.73	0.124	133.2	#N/A	#N/A
	3-17-1994	3-24-1994	15.741	0.387	2.908	10.589	34.436	#N/A	0.0250	#N/A	#N/A	0.0195	#N/A	#N/A	#N/A	#N/A	#N/A
	3-24-1994	3-31-1994	10.943	0.532	3.476	6.170	20.066	1.923	#N/A	#N/A	#N/A	0.3348	#N/A	#N/A	#N/A	#N/A	#N/A
	3-31-1994	4-7-1994	12.522	0.599	3.126	7.312	23.779	1.285	#N/A	#N/A	#N/A	0.3351	#N/A	#N/A	#N/A	#N/A	#N/A
	4-7-1994	4-14-1994	7.796	0.496	2.234	4.641	15.093	1.065	#N/A	#N/A	#N/A	0.1075	#N/A	#N/A	#N/A	#N/A	#N/A
	4-14-1994	4-21-1994	6.288	0.284	1.539	3.780	12.291	0.588	#N/A	#N/A	#N/A	0.0854	#N/A	#N/A	#N/A	#N/A	#N/A
	4-21-1994	4-28-1994	10.586	0.562	2.469	6.103	19.847	0.933	#N/A	#N/A	#N/A	0.1151	#N/A	#N/A	#N/A	#N/A	#N/A
	4-28-1994	5-5-1994	5.500	0.320	1.529	3.415	11.107	0.669	#N/A	#N/A	#N/A	0.1900	#N/A	#N/A	#N/A	#N/A	#N/A
	5-5-1994	5-12-1994	4.197	0.815	2.006	2.790	9.072	1.304	#N/A	#N/A	#N/A	0.1715	#N/A	#N/A	#N/A	#N/A	#N/A
	5-12-1994	5-19-1994	6.066	0.560	1.822	3.808	12.382	0.863	#N/A	#N/A	#N/A	0.0740	#N/A	#N/A	#N/A	#N/A	#N/A
	5-19-1994	5-26-1994	5.653	0.264	1.436	3.271	10.638	0.612	#N/A	#N/A	#N/A	0.0544	#N/A	#N/A	#N/A	#N/A	#N/A
	5-26-1994	6-2-1994	13.426	0.300	2.594	7.405	24.082	0.730	#N/A	#N/A	#N/A	0.0919	#N/A	#N/A	#N/A	#N/A	#N/A
	6-2-1994	6-9-1994	4.657	0.236	1.158	2.836	9.224	0.444	#N/A	#N/A	#N/A	0.0829	#N/A	#N/A	#N/A	#N/A	#N/A
	6-9-1994	6-16-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-16-1994	6-23-1994	7.697	0.178	1.526	4.108	13.358	0.492	#N/A	#N/A	#N/A	0.0652	#N/A	#N/A	#N/A	#N/A	#N/A
	6-23-1994	6-30-1994	4.627	0.177	1.034	2.584	8.403	0.384	#N/A	#N/A	#N/A	0.0250	#N/A	#N/A	#N/A	#N/A	#N/A
	6-30-1994	7-7-1994	6.438	0.214	1.158	3.779	12.291	0.207	#N/A	#N/A	#N/A	0.0260	#N/A	#N/A	#N/A	#N/A	#N/A
	7-7-1994	7-14-1994	6.080	0.185	1.530	3.771	12.262	0.581	#N/A	#N/A	#N/A	0.0078	#N/A	#N/A	#N/A	#N/A	#N/A
	7-14-1994	7-21-1994	5.028	0.207	1.400	2.943	9.570	0.659	#N/A	#N/A	#N/A	0.0246	#N/A	#N/A	#N/A	#N/A	#N/A
	7-21-1994	7-28-1994	6.739	0.105	1.159	3.981	12.945	0.157	#N/A	#N/A	#N/A	0.0229	#N/A	#N/A	#N/A	#N/A	#N/A
	7-28-1994	8-4-1994	6.216	0.132	1.286	3.862	12.559	0.314	#N/A	#N/A	#N/A	0.0260	#N/A	#N/A	#N/A	#N/A	#N/A
	8-4-1994	8-11-1994	4.176	0.153	0.855	2.510	8.162	0.223	#N/A	#N/A	#N/A	0.0603	#N/A	#N/A	#N/A	#N/A	#N/A
	8-11-1994	8-18-1994	4.391	0.170	0.916	2.672	8.691	0.243	#N/A	#N/A	#N/A	0.0598	#N/A	#N/A	#N/A	#N/A	#N/A
	8-18-1994	8-25-1994	3.804	0.176	1.039	2.400	7.804	0.435	#N/A	#N/A	#N/A	0.0082	#N/A	#N/A	#N/A	#N/A	#N/A
	8-25-1994	9-1-1994	6.392	0.187	2.696	4.357	14.167	1.599	#N/A	#N/A	#N/A	0.0415	#N/A	#N/A	#N/A	#N/A	#N/A
	9-1-1994	9-8-1994	34.339	0.143	4.353	24.265	78.909	#N/A	#N/A	#N/A	#N/A	0.0781	#N/A	#N/A	#N/A	#N/A	#N/A
	9-8-1994	9-15-1994	5.756	0.211	1.248	3.604	11.721	0.341	#N/A	#N/A	#N/A	0.0103	#N/A	#N/A	#N/A	#N/A	#N/A
	9-15-1994	9-22-1994	3.323	0.333	0.878	2.071	6.736	0.357	#N/A	#N/A	#N/A	0.0154	#N/A	#N/A	#N/A	#N/A	#N/A
	9-22-1994	9-29-1994	6.785	0.179	1.200	4.170	13.561	0.151	#N/A	#N/A	#N/A	-0.0006	#N/A	#N/A	#N/A	#N/A	#N/A
	9-29-1994	10-6-1994	6.221	0.203	1.581	3.799	12.353	0.625	#N/A	#N/A	#N/A	0.0130	#N/A	#N/A	#N/A	#N/A	#N/A
	10-6-1994	10-13-1994	5.474	0.129	1.247	3.230	10.503	0.434	#N/A	#N/A	#N/A	0.0404	#N/A	#N/A	#N/A	#N/A	#N/A
	10-13-1994	10-20-1994	6.702	0.254	1.229	4.098	13.328	0.197	#N/A	#N/A	#N/A	0.0046	#N/A	#N/A	#N/A	#N/A	#N/A
	10-20-1994	10-27-1994	9.816	0.187	1.784	5.519	17.948	0.394	#N/A	#N/A	#N/A	0.0138	#N/A	#N/A	#N/A	#N/A	#N/A
	10-27-1994	11-3-1994	7.654	0.198	1.421	4.503	14.645	0.287	#N/A	#N/A	#N/A	0.0092	#N/A	#N/A	#N/A	#N/A	#N/A
