
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4	_NA	_V	_AL	_BE7	_PB210
	6-30-1988	7-7-1988	3.664	0.232	0.948	2.251	7.321	0.381	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-7-1988	7-14-1988	12.070	0.172	1.921	6.809	22.143	0.207	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-14-1988	7-21-1988	3.480	0.237	1.069	2.278	7.409	0.495	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-21-1988	7-28-1988	7.331	0.228	1.497	4.323	14.057	0.409	#N/A	#N/A	#N/A	0.0500	#N/A	#N/A	#N/A	#N/A	#N/A
	7-28-1988	8-4-1988	5.282	0.136	1.200	3.141	10.213	0.409	#N/A	#N/A	#N/A	0.1688	#N/A	#N/A	#N/A	#N/A	#N/A
	8-4-1988	8-11-1988	6.730	0.217	1.368	4.045	13.155	0.350	#N/A	#N/A	#N/A	0.0251	#N/A	#N/A	#N/A	#N/A	#N/A
	8-11-1988	8-18-1988	6.089	0.073	1.010	3.414	11.101	0.150	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-18-1988	8-25-1988	6.236	0.175	1.254	3.616	11.759	0.344	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-25-1988	9-1-1988	1.292	0.169	0.918	1.037	3.372	0.657	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-1-1988	9-8-1988	8.380	0.234	1.899	4.818	15.668	0.686	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-8-1988	9-15-1988	6.642	0.167	1.406	4.031	13.108	0.392	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-15-1988	9-22-1988	6.514	0.333	1.407	3.882	12.626	0.430	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-22-1988	9-29-1988	10.049	0.170	1.783	5.731	18.637	0.341	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-29-1988	10-6-1988	5.357	0.388	1.450	3.412	11.097	0.591	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-6-1988	10-13-1988	5.279	0.300	1.297	3.099	10.076	0.517	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-13-1988	10-20-1988	4.885	0.475	1.742	3.198	10.399	0.938	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-20-1988	10-27-1988	3.917	0.248	1.004	2.441	7.940	0.390	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-27-1988	11-3-1988	7.527	0.263	1.355	4.387	14.267	0.251	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-3-1988	11-10-1988	4.134	0.315	1.169	2.517	8.185	0.535	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-17-1988	11-24-1988	10.961	0.202	1.889	6.484	21.086	0.257	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-24-1988	12-1-1988	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-1-1988	12-8-1988	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-8-1988	12-15-1988	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-15-1988	12-22-1988	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-22-1988	12-29-1988	9.213	0.136	1.526	5.312	17.274	0.189	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-29-1988	1-5-1989	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-5-1989	1-12-1989	6.724	0.209	1.271	3.932	12.786	0.282	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-12-1989	1-19-1989	8.394	0.145	1.406	4.736	15.402	0.214	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-19-1989	1-26-1989	4.892	0.232	0.944	2.783	9.050	0.244	#N/A	#N/A	#N/A	0.0314	#N/A	#N/A	#N/A	#N/A	#N/A
	1-26-1989	2-2-1989	14.473	0.238	2.866	8.305	27.008	0.776	#N/A	#N/A	#N/A	0.2032	#N/A	#N/A	#N/A	#N/A	#N/A
	2-2-1989	2-9-1989	3.608	0.229	0.900	2.184	7.101	0.351	#N/A	#N/A	#N/A	0.0195	#N/A	#N/A	#N/A	#N/A	#N/A
	2-9-1989	2-16-1989	4.826	0.121	0.963	2.755	8.959	0.270	#N/A	#N/A	#N/A	0.0296	#N/A	#N/A	#N/A	#N/A	#N/A
	2-16-1989	2-23-1989	7.363	0.266	1.874	4.576	14.881	0.722	#N/A	#N/A	#N/A	0.0343	#N/A	#N/A	#N/A	#N/A	#N/A
	2-23-1989	3-2-1989	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-2-1989	3-9-1989	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-9-1989	3-16-1989	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-16-1989	3-23-1989	8.587	0.434	1.896	5.183	16.855	0.592	#N/A	#N/A	#N/A	0.0167	#N/A	#N/A	#N/A	#N/A	#N/A
	3-23-1989	3-30-1989	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-30-1989	4-6-1989	4.929	0.305	1.961	3.552	11.551	1.067	#N/A	#N/A	#N/A	0.0737	#N/A	#N/A	#N/A	#N/A	#N/A
	4-6-1989	4-13-1989	1.412	0.576	2.250	2.362	7.680	1.656	#N/A	#N/A	#N/A	0.0663	#N/A	#N/A	#N/A	#N/A	#N/A
	4-13-1989	4-21-1989	5.886	0.641	2.576	3.789	12.321	1.622	#N/A	#N/A	#N/A	0.1287	#N/A	#N/A	#N/A	#N/A	#N/A
	4-21-1989	4-27-1989	7.736	0.853	2.998	5.423	17.634	1.633	#N/A	#N/A	#N/A	0.1365	#N/A	#N/A	#N/A	#N/A	#N/A
	4-27-1989	5-4-1989	5.736	0.747	2.634	3.597	11.697	1.728	#N/A	#N/A	#N/A	0.0665	#N/A	#N/A	#N/A	#N/A	#N/A
	5-4-1989	5-11-1989	4.809	0.479	1.635	2.968	9.653	0.888	#N/A	#N/A	#N/A	0.1101	#N/A	#N/A	#N/A	#N/A	#N/A
	5-11-1989	5-18-1989	9.163	0.252	1.228	5.104	16.599	-0.057	#N/A	#N/A	#N/A	0.1330	#N/A	#N/A	#N/A	#N/A	#N/A
	5-18-1989	5-25-1989	8.810	0.303	1.865	5.313	17.279	0.528	#N/A	#N/A	#N/A	0.0088	#N/A	#N/A	#N/A	#N/A	#N/A
	5-25-1989	6-1-1989	2.466	0.664	1.630	1.919	6.241	1.147	#N/A	#N/A	#N/A	0.1570	#N/A	#N/A	#N/A	#N/A	#N/A
	6-1-1989	6-8-1989	2.177	0.311	1.191	1.597	5.192	0.789	#N/A	#N/A	#N/A	0.0389	#N/A	#N/A	#N/A	#N/A	#N/A
	6-8-1989	6-15-1989	2.199	0.487	1.818	1.747	5.683	1.379	#N/A	#N/A	#N/A	0.0632	#N/A	#N/A	#N/A	#N/A	#N/A
	6-15-1989	6-22-1989	7.263	0.289	1.708	4.494	14.614	0.576	#N/A	#N/A	#N/A	0.0185	#N/A	#N/A	#N/A	#N/A	#N/A
	6-22-1989	6-29-1989	4.418	0.349	1.224	2.876	9.351	0.500	#N/A	#N/A	#N/A	0.0353	#N/A	#N/A	#N/A	#N/A	#N/A
	6-29-1989	7-6-1989	8.114	0.146	1.485	4.696	15.270	0.303	#N/A	#N/A	#N/A	0.0091	#N/A	#N/A	#N/A	#N/A	#N/A
	7-6-1989	7-13-1989	4.136	0.131	0.965	2.570	8.358	0.318	#N/A	#N/A	#N/A	0.0169	#N/A	#N/A	#N/A	#N/A	#N/A
	7-13-1989	7-20-1989	6.745	0.194	1.419	4.139	13.461	0.378	#N/A	#N/A	#N/A	0.0111	#N/A	#N/A	#N/A	#N/A	#N/A
	7-20-1989	7-26-1989	4.242	0.140	0.966	2.831	9.207	0.253	#N/A	#N/A	#N/A	0.0216	#N/A	#N/A	#N/A	#N/A	#N/A
	7-26-1989	8-3-1989	8.874	0.315	1.714	5.390	17.529	0.357	#N/A	#N/A	#N/A	0.0618	#N/A	#N/A	#N/A	#N/A	#N/A
	8-3-1989	8-10-1989	5.877	0.173	1.212	3.616	11.758	0.302	#N/A	#N/A	#N/A	0.0038	#N/A	#N/A	#N/A	#N/A	#N/A
	8-10-1989	8-17-1989	1.198	0.207	1.379	1.179	3.833	1.082	#N/A	#N/A	#N/A	0.0379	#N/A	#N/A	#N/A	#N/A	#N/A
	8-17-1989	8-24-1989	4.441	0.185	0.997	2.691	8.753	0.319	#N/A	#N/A	#N/A	0.0059	#N/A	#N/A	#N/A	#N/A	#N/A
	8-24-1989	8-31-1989	3.919	0.183	1.276	2.786	9.059	0.575	#N/A	#N/A	#N/A	-0.0009	#N/A	#N/A	#N/A	#N/A	#N/A
	8-31-1989	9-7-1989	3.501	0.206	1.006	2.379	7.735	0.407	#N/A	#N/A	#N/A	0.0087	#N/A	#N/A	#N/A	#N/A	#N/A
	9-7-1989	9-14-1989	2.723	0.220	0.942	1.884	6.127	0.468	#N/A	#N/A	#N/A	0.0064	#N/A	#N/A	#N/A	#N/A	#N/A
	9-14-1989	9-21-1989	3.074	0.269	0.897	2.008	6.531	0.391	#N/A	#N/A	0.329	0.0357	4.55	#N/A	26.3	#N/A	#N/A
	9-21-1989	9-28-1989	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.617	#N/A	5.19	#N/A	49.3	#N/A	#N/A
	9-28-1989	10-5-1989	4.188	0.380	1.424	3.040	9.885	0.659	#N/A	#N/A	#N/A	0.0001	2.63	0.079	#N/A	#N/A	#N/A
	10-5-1989	10-12-1989	6.863	0.269	1.716	4.583	14.903	0.563	#N/A	#N/A	#N/A	0.0197	#N/A	#N/A	#N/A	#N/A	#N/A
	10-12-1989	10-19-1989	5.834	0.252	1.597	3.840	12.487	0.631	#N/A	#N/A	#N/A	0.0150	#N/A	#N/A	#N/A	#N/A	#N/A
	10-19-1989	10-26-1989	15.202	0.208	2.715	9.586	31.175	0.302	#N/A	#N/A	#N/A	0.0033	#N/A	#N/A	#N/A	#N/A	#N/A
	10-26-1989	11-2-1989	6.553	0.291	1.883	6.063	19.717	0.357	0.0151	#N/A	1.675	0.0656	4.69	0.360	134.0	#N/A	#N/A
	11-2-1989	11-9-1989	7.446	0.197	1.443	4.232	13.763	0.378	0.0123	#N/A	0.249	0.0775	4.12	0.051	19.9	#N/A	#N/A
	11-9-1989	11-16-1989	8.582	0.185	2.033	5.028	16.350	0.768	0.0099	#N/A	0.359	0.0638	4.49	0.075	28.7	#N/A	#N/A
	11-16-1989	11-23-1989	8.887	0.298	1.996	5.097	16.575	0.713	0.0174	#N/A	0.596	0.1360	5.29	0.121	47.7	#N/A	#N/A
	11-23-1989	11-30-1989	4.126	0.183	1.096	2.418	7.864	0.488	0.0116	#N/A	0.200	0.0891	2.64	0.080	16.0	#N/A	#N/A
	11-30-1989	12-7-1989	12.706	0.572	3.018	8.044	26.160	0.994	#N/A	#N/A	#N/A	0.1680	#N/A	#N/A	#N/A	#N/A	#N/A
	12-7-1989	12-14-1989	8.265	0.245	1.573	4.893	15.914	0.341	#N/A	#N/A	#N/A	0.0469	#N/A	#N/A	#N/A	#N/A	#N/A
	12-14-1989	12-21-1989	6.169	0.149	1.282	3.569	11.606	0.384	#N/A	#N/A	#N/A	0.1281	#N/A	#N/A	#N/A	#N/A	#N/A
	12-21-1989	12-28-1989	4.656	0.137	0.906	3.461	11.254	0.035	#N/A	#N/A	#N/A	0.0858	#N/A	#N/A	#N/A	#N/A	#N/A
	12-28-1989	1-4-1990	6.954	0.360	1.367	3.939	12.811	0.375	#N/A	#N/A	#N/A	0.1020	#N/A	#N/A	#N/A	#N/A	#N/A
	1-4-1990	1-11-1990	6.437	0.172	1.448	3.668	11.928	0.525	0.0038	#N/A	#N/A	0.0591	#N/A	#N/A	#N/A	#N/A	#N/A
	1-11-1990	1-18-1990	14.254	0.283	2.695	8.048	26.174	0.669	0.0095	#N/A	#N/A	0.0049	#N/A	#N/A	#N/A	#N/A	#N/A
	1-18-1990	1-25-1990	7.752	0.324	1.817	4.574	14.874	0.666	0.0082	#N/A	#N/A	0.0103	#N/A	#N/A	#N/A	#N/A	#N/A
	1-25-1990	2-1-1990	5.269	0.107	1.095	2.984	9.703	0.344	0.0075	#N/A	#N/A	0.0259	#N/A	#N/A	#N/A	#N/A	#N/A
	2-1-1990	2-8-1990	14.850	0.142	2.575	8.242	26.802	0.500	0.0182	#N/A	#N/A	0.0235	#N/A	#N/A	#N/A	#N/A	#N/A
	2-8-1990	2-15-1990	8.194	0.112	1.430	4.652	15.129	0.259	0.0051	#N/A	#N/A	0.1045	#N/A	#N/A	#N/A	#N/A	#N/A
	2-15-1990	2-22-1990	9.482	0.224	2.275	5.321	17.303	0.936	0.0123	#N/A	#N/A	0.1324	#N/A	#N/A	#N/A	#N/A	#N/A
	2-22-1990	3-1-1990	4.405	0.227	1.556	2.540	8.261	0.917	0.0068	#N/A	#N/A	0.1166	#N/A	#N/A	#N/A	#N/A	#N/A
	3-1-1990	3-16-1990	12.150	0.301	2.801	6.979	22.696	1.044	0.0269	#N/A	#N/A	0.0691	#N/A	#N/A	#N/A	#N/A	#N/A
	3-16-1990	3-22-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-22-1990	3-29-1990	4.826	0.426	1.756	2.895	9.416	1.027	0.0175	#N/A	#N/A	0.2854	#N/A	#N/A	#N/A	#N/A	#N/A
	3-29-1990	4-5-1990	6.334	0.360	1.702	3.848	12.514	0.734	0.0246	#N/A	#N/A	0.0953	#N/A	#N/A	#N/A	#N/A	#N/A
	4-5-1990	4-12-1990	5.969	0.409	1.668	3.331	10.831	0.830	0.0253	#N/A	#N/A	0.2239	#N/A	#N/A	#N/A	#N/A	#N/A
	4-12-1990	4-19-1990	30.927	0.761	6.625	16.998	55.276	#N/A	0.0196	#N/A	#N/A	0.1037	#N/A	#N/A	#N/A	#N/A	#N/A
	4-19-1990	4-26-1990	4.638	0.211	1.531	2.764	8.989	0.835	0.0139	#N/A	#N/A	0.1176	#N/A	#N/A	#N/A	#N/A	#N/A
	4-26-1990	5-3-1990	3.408	0.185	0.844	1.965	6.392	0.350	0.0142	#N/A	#N/A	0.0342	#N/A	#N/A	#N/A	#N/A	#N/A
	5-3-1990	5-10-1990	7.026	0.717	2.719	4.390	14.275	1.614	0.0500	#N/A	#N/A	0.1700	#N/A	#N/A	#N/A	#N/A	#N/A
	5-10-1990	5-17-1990	3.587	0.693	1.926	2.162	7.031	1.382	0.0651	#N/A	3.317	0.3687	#N/A	#N/A	265.4	#N/A	#N/A
	5-17-1990	5-24-1990	10.195	0.279	2.061	5.778	18.789	0.607	0.0391	#N/A	1.137	0.2212	#N/A	#N/A	90.9	#N/A	#N/A
	5-24-1990	5-31-1990	9.192	0.558	2.640	5.330	17.335	1.298	0.0671	#N/A	0.959	0.3250	#N/A	#N/A	76.7	#N/A	#N/A
	5-31-1990	6-7-1990	4.169	0.165	0.954	2.298	7.474	0.376	0.0245	#N/A	0.376	0.1435	#N/A	#N/A	30.1	#N/A	#N/A
	6-7-1990	6-14-1990	3.909	0.232	1.142	2.330	7.579	0.556	0.0231	#N/A	0.215	0.0459	#N/A	#N/A	17.2	#N/A	#N/A
	6-14-1990	6-21-1990	6.836	0.185	1.455	3.919	12.744	0.468	0.0262	#N/A	#N/A	0.0023	#N/A	#N/A	#N/A	#N/A	#N/A
	6-21-1990	6-28-1990	6.879	0.157	1.468	3.960	12.878	0.471	0.0217	#N/A	#N/A	0.0077	#N/A	#N/A	#N/A	#N/A	#N/A
	6-28-1990	7-5-1990	6.002	0.146	1.137	3.427	11.144	0.275	0.0149	#N/A	#N/A	0.0055	#N/A	#N/A	#N/A	#N/A	#N/A
	7-5-1990	7-12-1990	3.747	0.151	0.904	2.223	7.231	0.345	0.0223	#N/A	#N/A	0.0021	#N/A	#N/A	#N/A	#N/A	#N/A
	7-12-1990	7-19-1990	2.703	0.230	1.049	1.781	5.793	0.601	0.0374	#N/A	#N/A	0.0038	#N/A	#N/A	#N/A	#N/A	#N/A
	7-19-1990	7-26-1990	2.680	0.201	0.806	1.687	5.485	0.381	0.0245	#N/A	#N/A	0.0051	#N/A	#N/A	#N/A	#N/A	#N/A
	7-26-1990	8-2-1990	2.755	0.151	0.751	1.676	5.451	0.330	0.0187	#N/A	#N/A	0.0166	#N/A	#N/A	#N/A	#N/A	#N/A
	8-2-1990	8-9-1990	3.525	0.173	0.796	2.069	6.729	0.275	0.0130	#N/A	#N/A	0.0088	#N/A	#N/A	#N/A	#N/A	#N/A
	8-9-1990	8-16-1990	4.125	0.225	1.100	2.485	8.082	0.475	0.0295	#N/A	#N/A	0.0017	#N/A	#N/A	#N/A	#N/A	#N/A
	8-16-1990	8-23-1990	3.805	0.278	0.905	2.362	7.682	0.310	0.0186	#N/A	#N/A	0.0276	#N/A	#N/A	#N/A	#N/A	#N/A
	8-23-1990	8-30-1990	5.769	0.254	1.141	3.356	10.915	0.296	0.0168	#N/A	#N/A	0.0279	#N/A	#N/A	#N/A	#N/A	#N/A
	8-30-1990	9-6-1990	3.717	0.231	0.916	2.259	7.346	0.347	0.0168	#N/A	#N/A	0.0731	#N/A	#N/A	#N/A	#N/A	#N/A
	9-6-1990	9-13-1990	2.855	0.176	0.735	1.703	5.537	0.307	0.0201	#N/A	#N/A	0.0927	#N/A	#N/A	#N/A	#N/A	#N/A
	9-13-1990	9-20-1990	2.114	0.200	0.708	1.391	4.523	0.358	0.0244	#N/A	#N/A	0.0351	#N/A	#N/A	#N/A	#N/A	#N/A
	9-20-1990	9-27-1990	3.659	0.233	0.904	2.255	7.333	0.336	0.0183	#N/A	#N/A	0.0212	#N/A	#N/A	#N/A	#N/A	#N/A
	9-27-1990	10-4-1990	4.299	0.062	0.696	2.356	7.663	0.103	0.0042	#N/A	#N/A	0.0462	#N/A	#N/A	#N/A	#N/A	#N/A
	10-4-1990	10-11-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-11-1990	10-18-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-18-1990	10-25-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-25-1990	11-1-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-1-1990	11-8-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-8-1990	11-16-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-16-1990	11-25-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1990	11-29-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-29-1990	12-6-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-6-1990	12-13-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-13-1990	12-20-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-20-1990	12-27-1990	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-27-1990	1-3-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-3-1991	1-10-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-10-1991	1-17-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-17-1991	1-24-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-24-1991	1-31-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-31-1991	2-8-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-8-1991	2-14-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-14-1991	2-21-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-21-1991	2-28-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-28-1991	3-7-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-7-1991	3-14-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-14-1991	3-21-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-21-1991	3-28-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-28-1991	4-4-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-4-1991	4-11-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-11-1991	4-18-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-18-1991	4-25-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-25-1991	5-2-1991	4.778	0.602	2.293	3.224	10.483	1.481	0.0597	#N/A	#N/A	0.1691	#N/A	#N/A	#N/A	#N/A	#N/A
	5-2-1991	5-9-1991	4.358	0.654	1.950	2.766	8.994	1.254	0.0480	#N/A	#N/A	0.1106	#N/A	#N/A	#N/A	#N/A	#N/A
	5-9-1991	5-16-1991	8.384	0.733	3.098	5.029	16.355	1.833	0.0477	#N/A	#N/A	0.1850	#N/A	#N/A	#N/A	#N/A	#N/A
	5-16-1991	5-23-1991	3.236	0.774	1.733	2.333	7.586	1.146	0.0536	#N/A	#N/A	0.1288	#N/A	#N/A	#N/A	#N/A	#N/A
	5-23-1991	5-30-1991	4.349	0.392	1.360	2.588	8.416	0.708	0.0290	#N/A	1.694	0.0535	2.38	0.283	135.5	#N/A	#N/A
	5-30-1991	6-6-1991	3.676	0.365	1.434	2.255	7.334	0.866	0.0408	#N/A	2.743	0.0605	2.33	0.393	219.5	#N/A	#N/A
	6-6-1991	6-14-1991	8.458	0.284	1.730	4.577	14.886	0.578	0.0276	#N/A	0.846	0.0604	5.77	#N/A	67.7	#N/A	#N/A
	6-14-1991	6-20-1991	16.618	0.238	2.798	8.835	28.733	0.574	0.0217	#N/A	0.257	0.0435	9.40	#N/A	20.5	#N/A	#N/A
	6-20-1991	6-27-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-27-1991	7-5-1991	3.902	0.158	0.979	2.347	7.633	0.388	0.0181	#N/A	0.213	0.0115	2.69	#N/A	17.0	#N/A	#N/A
	7-5-1991	7-11-1991	3.303	0.193	1.058	1.965	6.390	0.564	0.0167	#N/A	0.043	0.0991	0.36	0.014	3.4	#N/A	#N/A
	7-11-1991	7-18-1991	4.078	0.218	1.019	2.535	8.245	0.381	0.0218	#N/A	0.175	0.0172	3.29	#N/A	14.0	#N/A	#N/A
	7-18-1991	7-25-1991	3.945	0.189	0.950	2.404	7.818	0.345	0.0178	#N/A	0.083	0.0214	2.67	#N/A	6.7	#N/A	#N/A
	7-25-1991	8-1-1991	6.091	0.195	1.272	3.500	11.382	0.391	0.0189	#N/A	0.109	0.0354	4.23	#N/A	8.7	#N/A	#N/A
	8-1-1991	8-8-1991	7.403	0.237	1.388	4.179	13.590	0.336	0.0162	#N/A	0.064	0.0166	4.68	#N/A	5.1	#N/A	#N/A
	8-8-1991	8-15-1991	3.273	0.389	1.019	2.233	7.262	0.457	0.0212	#N/A	0.178	0.0108	2.26	0.118	14.2	#N/A	#N/A
	8-15-1991	8-22-1991	3.441	0.242	0.924	2.199	7.152	0.371	0.0308	#N/A	0.032	0.0149	2.27	#N/A	2.6	#N/A	#N/A
	8-22-1991	8-29-1991	7.352	0.157	1.328	4.381	14.246	0.226	0.0143	#N/A	0.071	0.0287	4.56	#N/A	5.7	#N/A	#N/A
