
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_NH4	_AL	_BR	_CA	_CL	_CU	_L	_MG	_MN	_NA	_V	_AG	_BA	_CO	_CR	_CS	_EU	_FE	_HF	_ND	_NI	_RB	_SB	_SC	_SE	_TA	_TB	YB	ZN
	6-22-1993	6-29-1993	2.683	5.970	13.697	2.102	13.168	0.0637	#N/A	6.730	0.504	1.02E-02	3.59E-01	3.08E+00	#N/A	4.09E-03	2.25E-01	1.37E-02	2.32E+00	4.42E-03	#N/A	4.42E-03	4.26E-04	1.17E-03	1.85E-04	9.40E-06	3.12E-01	2.99E-05	#N/A	1.61E-03	2.29E-03	1.30E-03	9.62E-05	2.57E-03	7.73E-06	4.20E-06	2.29E-05	3.49E-02
	6-29-1993	7-6-1993	2.446	3.281	7.136	2.104	6.606	0.0334	#N/A	3.268	0.261	1.04E-02	1.70E-01	2.78E+00	#N/A	1.72E-03	2.29E-01	6.26E-03	2.28E+00	3.77E-03	#N/A	2.26E-03	1.27E-04	1.02E-03	5.85E-05	6.42E-06	1.97E-01	1.79E-05	#N/A	1.94E-03	6.79E-04	7.78E-04	5.44E-05	1.59E-03	5.11E-06	2.45E-06	1.11E-05	1.48E-02
	7-6-1993	7-13-1993	5.949	2.835	3.968	3.788	3.014	0.0462	#N/A	1.752	0.087	1.65E-02	3.20E-01	5.80E+00	#N/A	1.22E-03	3.74E-01	3.64E-03	4.14E+00	3.24E-03	#N/A	3.94E-04	6.64E-04	4.99E-04	1.07E-05	1.68E-06	7.38E-02	8.89E-06	#N/A	1.37E-03	2.45E-04	1.50E-03	1.99E-05	1.62E-03	#N/A	#N/A	4.24E-06	1.28E-02
	7-13-1993	7-20-1993	7.447	3.528	12.383	5.439	11.015	0.0751	#N/A	4.317	0.363	2.40E-02	3.10E-01	8.13E+00	#N/A	4.14E-03	5.66E-01	1.08E-02	6.13E+00	2.77E-03	9.74E-05	4.08E-03	5.81E-04	7.30E-04	2.47E-04	6.14E-06	1.94E-01	2.69E-05	#N/A	1.65E-03	2.71E-03	1.52E-03	6.96E-05	3.78E-03	4.71E-06	2.15E-06	2.35E-05	3.89E-02
	7-20-1993	7-27-1993	4.428	3.939	6.959	2.654	6.291	0.0416	#N/A	3.193	0.443	1.52E-02	2.86E-01	7.80E+00	#N/A	2.61E-03	4.19E-01	1.00E-02	5.05E+00	3.42E-03	#N/A	2.07E-03	2.30E-04	1.71E-03	3.50E-05	1.01E-05	3.81E-01	3.66E-05	#N/A	3.10E-03	6.08E-04	8.58E-04	9.64E-05	9.04E-04	1.57E-05	#N/A	1.77E-05	2.10E-02
	7-27-1993	8-3-1993	5.005	2.513	5.477	3.401	4.621	0.0433	#N/A	1.594	0.103	1.39E-02	2.96E-01	6.32E+00	#N/A	2.87E-03	3.64E-01	5.74E-03	4.26E+00	1.60E-03	#N/A	2.78E-03	6.74E-04	2.47E-03	9.21E-05	#N/A	7.36E-02	9.42E-06	#N/A	2.44E-03	7.28E-04	2.65E-03	1.96E-05	1.94E-03	#N/A	#N/A	#N/A	3.05E-02
	8-3-1993	8-10-1993	4.233	2.033	5.146	3.114	4.363	0.0247	#N/A	1.489	0.263	2.22E-02	6.17E-01	4.68E+00	#N/A	1.46E-03	6.54E-01	1.61E-02	4.23E+00	3.63E-03	8.34E-05	1.93E-03	4.54E-04	1.83E-03	3.16E-04	7.94E-06	1.75E-01	2.61E-05	#N/A	3.32E-03	3.77E-03	2.61E-03	5.40E-05	5.76E-03	6.10E-06	#N/A	2.77E-05	5.03E-02
	8-10-1993	8-17-1993	2.410	1.515	5.161	1.550	4.770	0.0204	#N/A	1.818	0.070	7.54E-03	1.10E-01	2.49E+00	#N/A	1.40E-03	2.14E-01	3.09E-03	1.50E+00	2.75E-03	#N/A	#N/A	7.51E-05	4.90E-04	6.85E-05	1.94E-06	6.77E-02	5.61E-06	#N/A	1.77E-03	7.68E-04	4.51E-04	1.73E-05	1.24E-03	#N/A	#N/A	3.69E-06	1.25E-02
	8-17-1993	8-24-1993	2.775	1.841	5.682	1.895	5.205	0.0100	#N/A	2.038	0.227	1.29E-02	2.47E-01	3.32E+00	#N/A	1.83E-03	2.51E-01	7.57E-03	2.33E+00	1.61E-03	4.73E-05	4.11E-03	2.24E-04	8.64E-04	1.00E-04	5.32E-06	1.34E-01	1.71E-05	#N/A	9.92E-04	1.28E-03	1.60E-03	4.59E-05	1.76E-03	2.37E-06	#N/A	9.07E-06	3.26E-02
	8-24-1993	8-31-1993	3.754	3.614	4.677	2.485	4.051	0.0301	#N/A	2.264	0.453	9.69E-03	2.18E-01	3.61E+00	#N/A	2.07E-03	3.35E-01	1.19E-02	2.38E+00	2.48E-03	#N/A	6.97E-03	1.53E-04	1.15E-03	1.24E-04	9.47E-06	3.31E-01	4.01E-05	#N/A	1.43E-03	1.58E-03	1.07E-03	9.53E-05	1.51E-03	1.08E-05	#N/A	2.12E-05	3.28E-02
	8-31-1993	9-6-1993	1.466	4.356	10.120	1.157	9.829	0.0290	#N/A	4.354	0.737	7.27E-03	5.19E-01	1.45E+00	#N/A	2.56E-03	2.61E-01	2.10E-02	1.33E+00	5.96E-03	#N/A	8.21E-03	2.82E-04	2.22E-03	1.85E-04	1.63E-05	5.68E-01	5.69E-05	#N/A	3.00E-03	2.34E-03	2.45E-03	1.37E-04	2.74E-03	1.89E-05	6.93E-06	2.74E-05	6.29E-02
	9-6-1993	9-13-1993	1.973	4.141	4.970	1.609	4.565	0.0213	#N/A	2.201	0.442	5.44E-03	2.86E-01	1.89E+00	#N/A	1.11E-03	2.70E-01	1.01E-02	1.65E+00	2.98E-03	#N/A	3.45E-03	1.73E-04	1.43E-03	6.86E-05	1.19E-05	4.33E-01	4.69E-05	#N/A	1.45E-03	1.10E-03	1.02E-03	9.85E-05	9.80E-04	1.29E-05	#N/A	1.87E-05	2.39E-02
	9-13-1993	9-18-1993	4.943	3.725	6.729	2.720	6.045	0.0234	#N/A	2.690	0.333	1.87E-02	4.02E-01	4.75E+00	#N/A	4.34E-03	2.75E-01	9.43E-03	3.17E+00	2.65E-03	#N/A	5.45E-03	1.94E-04	1.58E-03	1.20E-04	4.71E-06	2.02E-01	2.43E-05	#N/A	#N/A	1.26E-03	1.61E-03	6.37E-05	2.60E-03	#N/A	#N/A	1.35E-05	4.26E-02
	9-18-1993	9-25-1993	2.596	5.093	6.684	1.915	6.202	0.0181	#N/A	3.095	0.986	9.39E-03	5.12E-01	2.78E+00	#N/A	2.85E-03	4.54E-01	2.06E-02	2.07E+00	3.78E-03	#N/A	1.15E-02	2.83E-04	2.16E-03	2.71E-04	2.25E-05	6.16E-01	7.14E-05	#N/A	2.08E-03	3.04E-03	1.18E-03	1.98E-04	2.57E-03	1.90E-05	9.16E-06	4.50E-05	5.18E-02
	9-25-1993	10-2-1993	5.533	2.325	4.484	3.245	3.667	0.0106	#N/A	1.536	0.835	2.11E-02	7.43E-01	6.34E+00	#N/A	1.85E-03	6.66E-01	2.62E-02	3.90E+00	2.07E-03	#N/A	8.33E-03	2.32E-04	1.53E-03	2.20E-04	1.64E-05	5.61E-01	5.09E-05	#N/A	1.21E-03	2.44E-03	7.43E-04	1.59E-04	1.48E-03	1.40E-05	7.39E-06	3.17E-05	2.90E-02
	10-2-1993	10-9-1993	4.007	3.431	5.004	2.762	4.309	0.0175	#N/A	1.964	0.617	1.25E-02	2.81E-01	4.49E+00	#N/A	4.10E-03	4.56E-01	2.98E-02	3.35E+00	2.55E-03	#N/A	7.44E-03	2.00E-04	1.72E-03	1.55E-04	1.42E-05	4.94E-01	4.44E-05	#N/A	1.60E-03	1.83E-03	1.26E-03	1.31E-04	1.80E-03	1.74E-05	5.34E-06	2.73E-05	3.40E-02
	10-9-1993	10-16-1993	3.343	5.147	6.909	2.297	6.330	0.0195	#N/A	2.775	1.148	1.61E-02	8.19E-01	4.51E+00	#N/A	2.47E-03	7.03E-01	1.78E-02	3.15E+00	5.51E-03	1.18E-04	1.07E-02	3.32E-04	2.47E-03	2.39E-04	2.22E-05	7.09E-01	7.39E-05	6.05E-04	2.63E-03	2.79E-03	1.84E-03	2.05E-04	2.03E-03	2.24E-05	1.19E-05	4.17E-05	4.18E-02
	10-16-1993	10-23-1993	6.945	2.942	6.571	3.838	5.605	0.0130	#N/A	2.233	1.321	2.24E-02	6.47E-01	7.58E+00	#N/A	2.63E-03	5.77E-01	2.67E-02	4.33E+00	2.19E-03	8.60E-05	1.38E-02	3.20E-04	1.91E-03	3.12E-04	2.56E-05	7.52E-01	7.81E-05	5.56E-04	8.91E-04	3.46E-03	7.12E-04	2.45E-04	1.74E-03	2.38E-05	1.36E-05	5.08E-05	2.60E-02
	10-23-1993	10-30-1993	3.880	2.589	2.969	2.203	2.414	0.0088	#N/A	1.252	0.748	1.50E-02	6.83E-01	4.43E+00	#N/A	3.63E-03	5.06E-01	1.81E-02	2.69E+00	2.48E-03	#N/A	7.98E-03	2.18E-04	1.65E-03	1.13E-04	1.33E-05	4.54E-01	4.30E-05	3.34E-04	8.02E-04	1.29E-03	6.86E-04	1.32E-04	8.15E-04	1.41E-05	6.46E-06	2.18E-05	1.76E-02
	10-30-1993	11-6-1993	3.913	7.254	8.285	2.415	7.678	0.0170	#N/A	3.878	1.441	1.93E-02	1.35E+00	4.98E+00	#N/A	4.61E-03	6.45E-01	3.49E-02	2.98E+00	4.64E-03	1.47E-04	1.78E-02	4.70E-04	2.52E-03	5.29E-04	3.48E-05	9.39E-01	1.04E-04	8.48E-04	2.57E-03	5.89E-03	1.33E-03	3.51E-04	3.88E-03	2.91E-05	2.08E-05	7.13E-05	3.88E-02
	11-6-1993	11-13-1993	5.518	2.434	4.908	3.411	4.050	0.0113	#N/A	1.813	0.136	1.99E-02	2.65E-01	5.75E+00	#N/A	1.43E-03	5.61E-01	6.31E-03	3.56E+00	1.78E-03	#N/A	1.47E-03	1.22E-04	6.85E-04	4.69E-05	4.54E-06	1.26E-01	1.40E-05	#N/A	1.12E-03	5.61E-04	9.53E-04	2.95E-05	1.14E-03	4.66E-06	1.33E-06	7.43E-06	1.50E-02
	11-13-1993	11-20-1993	5.417	4.004	8.134	3.524	7.247	0.0105	#N/A	3.046	0.663	1.75E-02	4.70E-01	5.51E+00	#N/A	2.37E-03	4.09E-01	1.44E-02	3.69E+00	3.49E-03	5.15E-05	7.25E-03	2.05E-04	1.49E-03	2.01E-04	1.23E-05	3.92E-01	4.72E-05	3.24E-04	1.79E-03	2.06E-03	1.25E-03	1.28E-04	2.01E-03	1.39E-05	5.21E-06	2.73E-05	2.79E-02
	11-20-1993	11-27-1993	6.906	1.822	5.008	4.740	3.815	0.0066	#N/A	1.307	0.395	2.85E-02	3.59E-01	7.54E+00	#N/A	2.47E-03	6.21E-01	8.53E-03	4.76E+00	1.49E-03	#N/A	6.81E-03	8.15E-05	8.51E-04	8.71E-05	7.44E-06	2.36E-01	2.83E-05	#N/A	#N/A	9.40E-04	4.36E-04	8.84E-05	1.09E-03	8.71E-06	3.49E-06	1.92E-05	1.04E-02
	11-27-1993	12-4-1993	5.860	2.872	5.319	3.923	4.332	0.0083	#N/A	1.410	0.384	2.07E-02	4.44E-01	6.35E+00	#N/A	1.11E-03	3.39E-01	9.03E-03	4.40E+00	1.59E-03	#N/A	3.73E-03	1.31E-04	9.00E-04	9.87E-05	9.10E-06	2.57E-01	2.60E-05	1.76E-04	1.00E-03	1.21E-03	6.59E-04	8.72E-05	1.44E-03	8.43E-06	5.38E-06	1.74E-05	1.60E-02
	12-4-1993	12-11-1993	10.344	1.798	5.991	5.553	4.593	0.0075	#N/A	1.437	0.417	4.78E-02	3.93E-01	1.28E+01	#N/A	2.56E-03	8.01E-01	1.14E-02	7.82E+00	1.15E-03	6.03E-05	#N/A	4.54E-05	5.55E-04	1.20E-04	8.42E-06	2.53E-01	3.18E-05	#N/A	#N/A	1.34E-03	6.62E-04	8.88E-05	1.16E-03	1.01E-05	2.98E-06	1.38E-05	1.70E-02
	12-11-1993	12-18-1993	19.935	3.245	7.568	10.673	4.881	0.0091	#N/A	1.539	0.715	6.43E-02	6.07E-01	3.01E+01	#N/A	5.30E-03	1.57E+00	1.35E-02	1.21E+01	1.49E-03	#N/A	#N/A	#N/A	1.56E-03	9.42E-05	1.20E-05	4.72E-01	6.42E-05	#N/A	#N/A	8.90E-04	1.12E-03	1.62E-04	6.83E-04	1.43E-05	#N/A	2.48E-05	8.16E-03
	12-18-1993	12-25-1993	14.230	4.796	8.430	7.654	6.503	0.0095	#N/A	2.495	1.583	6.28E-02	1.37E+00	1.65E+01	#N/A	7.26E-03	9.60E-01	3.79E-02	9.38E+00	3.60E-03	#N/A	8.46E-03	1.79E-04	3.54E-03	5.58E-04	3.66E-05	9.66E-01	1.15E-04	#N/A	#N/A	5.41E-03	1.71E-03	3.68E-04	3.42E-03	2.46E-05	2.58E-05	6.86E-05	7.36E-02
	12-25-1993	1-1-1994	39.620	8.375	17.503	21.594	12.068	0.0215	#N/A	4.814	7.127	1.02E-01	4.74E+00	4.35E+01	#N/A	1.03E-02	3.45E+00	1.26E-01	2.62E+01	1.35E-02	#N/A	4.78E-02	1.54E-03	1.18E-02	1.35E-03	1.56E-04	4.36E+00	4.94E-04	3.18E-03	8.37E-03	1.72E-02	3.87E-03	1.64E-03	6.28E-03	1.37E-04	1.04E-04	3.05E-04	1.10E-01
	1-1-1994	1-8-1994	13.629	3.444	6.705	6.628	5.036	0.0061	#N/A	3.492	1.560	2.67E-02	#N/A	1.32E+01	#N/A	#N/A	1.72E+00	2.52E-02	7.19E+00	3.42E-03	#N/A	7.20E-02	#N/A	4.77E-03	1.95E-04	2.39E-05	1.02E+00	6.52E-05	#N/A	#N/A	#N/A	7.36E-04	3.10E-04	6.84E-04	#N/A	#N/A	#N/A	3.54E-02
	1-8-1994	1-15-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-15-1994	1-22-1994	11.812	1.308	6.249	7.460	4.372	0.0073	#N/A	1.123	0.702	6.02E-02	#N/A	1.51E+01	#N/A	4.66E-03	6.78E-01	1.52E-02	9.17E+00	2.89E-03	#N/A	4.15E-03	1.75E-04	1.97E-03	1.24E-04	1.47E-05	4.45E-01	5.14E-05	#N/A	#N/A	1.53E-03	6.47E-04	1.48E-04	9.35E-04	1.58E-05	#N/A	2.56E-05	1.93E-02
	1-22-1994	1-29-1994	9.411	3.794	7.463	5.808	6.001	0.0100	#N/A	0.401	1.390	3.49E-02	9.85E-01	1.14E+01	#N/A	3.78E-03	8.66E-01	3.15E-02	6.74E+00	3.11E-03	1.49E-04	1.54E-02	4.46E-04	3.83E-03	5.16E-04	3.17E-05	9.22E-01	1.06E-04	9.96E-04	2.69E-03	5.19E-03	1.78E-03	3.26E-04	3.70E-03	2.82E-05	1.78E-05	7.87E-05	6.61E-02
	1-29-1994	2-1-1994	8.754	1.466	4.534	5.391	3.178	0.0066	#N/A	6.075	0.195	3.80E-02	2.91E-01	9.74E+00	#N/A	2.34E-03	7.04E-01	5.69E-03	6.08E+00	1.76E-03	#N/A	#N/A	#N/A	5.68E-04	5.32E-05	4.60E-06	1.50E-01	1.57E-05	#N/A	#N/A	5.88E-04	8.20E-04	4.68E-05	6.31E-04	5.26E-06	#N/A	9.58E-06	1.25E-02
	2-1-1994	2-2-1994	11.505	1.312	7.198	6.750	5.499	0.0076	#N/A	1.107	0.462	4.46E-02	4.28E-01	1.27E+01	#N/A	4.56E-03	1.12E+00	1.15E-02	7.70E+00	1.38E-03	#N/A	#N/A	2.87E-05	7.46E-04	1.24E-04	9.82E-06	3.78E-01	3.19E-05	#N/A	9.77E-04	1.04E-03	2.54E-03	9.91E-05	1.02E-03	1.38E-05	#N/A	1.95E-05	2.31E-02
	2-2-1994	2-3-1994	12.476	2.580	5.803	6.632	4.134	0.0098	#N/A	1.814	1.620	7.15E-02	1.16E+00	1.70E+01	#N/A	3.96E-03	1.27E+00	3.03E-02	9.87E+00	3.26E-03	#N/A	4.38E-02	7.29E-05	3.11E-03	2.73E-04	2.60E-05	7.76E-01	8.33E-05	#N/A	#N/A	3.57E-03	8.16E-04	2.79E-04	1.32E-03	1.91E-05	#N/A	3.85E-05	4.75E-02
	2-3-1994	2-4-1994	8.596	2.724	5.409	4.872	4.183	0.0081	#N/A	1.568	2.380	4.04E-02	1.05E+00	1.39E+01	#N/A	5.76E-03	1.10E+00	4.06E-02	8.59E+00	3.88E-03	#N/A	2.16E-02	4.16E-04	2.75E-03	3.27E-04	4.32E-05	1.07E+00	1.30E-04	1.17E-03	#N/A	3.91E-03	6.78E-04	4.07E-04	1.63E-03	4.32E-05	3.32E-05	7.49E-05	3.57E-02
	2-4-1994	2-5-1994	3.074	2.471	6.759	1.584	6.360	0.0044	#N/A	1.102	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-5-1994	2-6-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-6-1994	2-7-1994	5.063	8.647	22.949	2.556	22.305	0.0372	#N/A	8.419	1.700	2.91E-02	1.30E+00	5.16E+00	#N/A	9.97E-03	8.06E-01	3.43E-02	2.76E+00	4.30E-03	1.72E-04	3.77E-02	4.67E-04	3.36E-03	9.08E-04	3.77E-05	8.90E-01	1.35E-04	#N/A	3.14E-03	9.62E-03	1.91E-03	3.86E-04	7.57E-03	3.33E-05	2.50E-05	9.90E-05	8.38E-02
	2-7-1994	2-8-1994	6.384	8.274	19.274	3.638	18.358	0.0264	#N/A	7.234	1.810	2.94E-02	8.90E-01	5.87E+00	#N/A	5.71E-03	1.02E+00	3.87E-02	3.67E+00	3.35E-03	1.86E-04	2.87E-02	6.79E-04	3.72E-03	7.99E-04	4.13E-05	1.10E+00	1.53E-04	1.28E-03	4.31E-03	7.89E-03	1.98E-03	4.57E-04	6.53E-03	3.95E-05	3.26E-05	1.08E-04	7.46E-02
	2-8-1994	2-9-1994	14.039	8.017	23.530	8.227	21.460	0.0303	#N/A	8.309	5.330	5.21E-02	3.64E+00	1.67E+01	#N/A	#N/A	2.15E+00	8.31E-02	9.25E+00	9.10E-03	3.23E-04	4.42E-02	1.04E-03	9.35E-03	1.28E-03	1.06E-04	2.94E+00	3.26E-04	#N/A	#N/A	1.29E-02	2.54E-03	1.07E-03	6.47E-03	1.06E-04	4.99E-05	1.71E-04	1.15E-01
	2-9-1994	2-10-1994	17.203	0.720	5.711	10.128	3.162	0.0099	#N/A	0.939	0.787	9.80E-02	#N/A	2.06E+01	#N/A	#N/A	#N/A	1.27E-02	1.23E+01	2.67E-03	#N/A	#N/A	8.25E-05	2.22E-03	8.68E-05	2.41E-05	6.15E-01	6.30E-05	#N/A	#N/A	#N/A	3.65E-04	1.84E-04	5.48E-04	#N/A	#N/A	#N/A	8.73E-03
	2-10-1994	2-11-1994	23.058	1.163	4.410	11.732	1.457	0.0048	#N/A	2.931	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-11-1994	2-12-1994	7.080	1.234	3.949	4.328	2.859	0.0041	#N/A	0.689	0.198	2.53E-02	3.40E-01	7.84E+00	#N/A	1.09E-03	4.51E-01	5.14E-03	4.51E+00	1.31E-03	#N/A	#N/A	#N/A	5.03E-04	#N/A	#N/A	8.55E-02	#N/A	#N/A	#N/A	#N/A	2.68E-04	3.01E-05	4.33E-04	#N/A	#N/A	#N/A	6.36E-03
	2-12-1994	2-13-1994	12.288	0.792	4.088	7.404	2.224	0.0044	#N/A	0.918	0.507	5.79E-02	#N/A	1.59E+01	#N/A	5.14E-03	1.46E+00	1.23E-02	9.27E+00	1.17E-03	#N/A	1.30E-02	#N/A	7.57E-04	8.17E-05	7.29E-06	1.74E-01	3.35E-05	#N/A	#N/A	#N/A	7.82E-04	6.88E-05	7.41E-04	#N/A	#N/A	#N/A	1.42E-02
	2-13-1994	2-14-1994	7.600	2.049	3.824	4.316	2.738	0.0069	#N/A	1.667	0.502	2.90E-02	4.07E-01	8.12E+00	#N/A	3.84E-03	4.60E-01	1.62E-02	4.73E+00	2.07E-03	#N/A	#N/A	#N/A	1.61E-03	#N/A	#N/A	3.09E-01	#N/A	#N/A	#N/A	#N/A	9.10E-04	1.10E-04	#N/A	#N/A	#N/A	#N/A	#N/A
	2-14-1994	2-15-1994	4.839	0.685	2.761	2.620	2.102	0.0025	#N/A	0.996	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-15-1994	2-16-1994	5.840	2.612	7.066	3.520	6.180	0.0149	#N/A	2.187	0.591	2.91E-02	3.42E-01	6.72E+00	#N/A	8.25E-03	3.92E-01	1.57E-02	4.17E+00	2.05E-03	#N/A	#N/A	1.73E-04	1.25E-03	2.07E-04	1.59E-05	6.12E-01	4.39E-05	#N/A	#N/A	#N/A	1.89E-03	1.33E-04	1.71E-03	#N/A	#N/A	#N/A	4.41E-02
	2-16-1994	2-17-1994	9.827	2.506	6.192	5.964	4.691	0.0102	#N/A	1.734	0.572	3.09E-02	5.63E-01	9.91E+00	#N/A	4.53E-03	5.36E-01	1.68E-02	5.95E+00	1.86E-03	#N/A	#N/A	1.08E-04	1.85E-03	1.52E-04	#N/A	5.36E-01	4.77E-05	#N/A	#N/A	#N/A	2.77E-03	1.24E-04	1.31E-03	#N/A	#N/A	#N/A	2.53E-02
	2-17-1994	2-18-1994	9.035	4.607	6.156	5.581	4.751	0.0202	#N/A	2.485	0.836	5.37E-02	7.16E-01	9.20E+00	#N/A	7.34E-03	9.87E-01	2.36E-02	6.17E+00	2.50E-03	#N/A	#N/A	#N/A	1.69E-03	1.94E-04	2.04E-05	5.71E-01	5.38E-05	#N/A	#N/A	1.02E-03	4.35E-03	1.85E-04	1.23E-03	1.69E-05	#N/A	2.00E-05	3.80E-02
	2-18-1994	2-19-1994	3.173	5.446	5.840	1.894	5.364	0.0122	#N/A	2.033	0.765	1.94E-02	5.28E-01	2.94E+00	#N/A	4.40E-03	3.29E-01	1.30E-02	1.83E+00	4.22E-03	#N/A	#N/A	#N/A	2.53E-03	1.71E-04	1.64E-05	4.92E-01	2.13E-05	#N/A	#N/A	1.58E-03	9.47E-04	1.48E-04	7.35E-04	#N/A	#N/A	#N/A	1.91E-02
	2-19-1994	2-20-1994	3.143	10.031	8.832	1.897	8.354	0.0258	#N/A	4.894	0.916	2.76E-02	5.52E-01	2.85E+00	#N/A	7.84E-03	#N/A	1.84E-02	1.82E+00	9.06E-03	#N/A	#N/A	#N/A	1.31E-03	2.10E-04	2.39E-05	7.18E-01	7.97E-05	#N/A	4.37E-03	8.99E-04	2.26E-03	1.84E-04	1.80E-03	#N/A	#N/A	4.83E-05	5.25E-02
	2-20-1994	2-21-1994	9.566	5.515	9.532	5.721	8.092	0.0135	#N/A	3.422	2.410	3.70E-02	9.84E-01	9.11E+00	#N/A	7.92E-03	1.27E+00	4.16E-02	5.69E+00	7.68E-03	#N/A	2.94E-02	6.03E-04	6.25E-03	3.68E-04	6.44E-05	1.77E+00	1.66E-04	#N/A	1.67E-03	3.93E-03	1.86E-03	5.78E-04	1.69E-03	5.20E-05	2.10E-05	9.08E-05	6.40E-02
	2-21-1994	2-22-1994	9.902	0.728	4.173	6.115	2.634	0.0103	#N/A	0.697	2.930	4.35E-02	1.78E+00	1.17E+01	#N/A	#N/A	1.66E+00	4.23E-02	7.60E+00	5.65E-03	#N/A	2.34E-02	6.40E-04	4.92E-03	4.41E-04	6.29E-05	1.96E+00	1.85E-04	1.53E-03	1.78E-03	4.43E-03	7.45E-04	6.82E-04	4.25E-04	6.15E-05	2.20E-05	1.13E-04	3.95E-02
	2-22-1994	2-23-1994	7.323	2.205	4.978	4.491	3.848	0.0114	#N/A	1.360	3.310	2.11E-02	1.59E+00	1.09E+01	#N/A	7.08E-03	1.35E+00	4.57E-02	6.35E+00	6.12E-03	#N/A	2.17E-02	4.63E-04	3.31E-03	4.84E-04	5.39E-05	1.62E+00	1.64E-04	7.45E-04	3.15E-03	5.15E-03	5.64E-04	5.77E-04	8.11E-04	4.67E-05	2.19E-05	9.41E-05	3.70E-02
	2-23-1994	2-24-1994	10.850	9.616	6.765	5.799	5.305	0.0256	#N/A	4.754	1.490	5.60E-02	1.28E+00	1.14E+01	#N/A	6.33E-03	1.11E+00	2.83E-02	6.20E+00	1.01E-02	#N/A	4.37E-02	#N/A	5.06E-03	2.82E-04	3.01E-05	9.85E-01	7.92E-05	#N/A	7.25E-03	2.86E-03	3.51E-03	2.67E-04	1.77E-03	#N/A	#N/A	2.92E-05	1.18E-01
	2-24-1994	2-25-1994	11.695	9.754	6.709	7.213	4.894	0.0189	#N/A	3.031	0.962	4.62E-02	1.02E+00	1.38E+01	#N/A	5.44E-03	1.11E+00	2.64E-02	9.15E+00	7.86E-03	#N/A	#N/A	6.40E-05	3.33E-03	1.60E-04	1.83E-05	5.50E-01	5.00E-05	#N/A	5.40E-03	2.00E-03	2.58E-03	1.42E-04	1.23E-03	1.77E-05	#N/A	4.04E-05	6.05E-02
	2-25-1994	2-26-1994	5.936	3.586	4.061	3.495	3.182	0.0128	#N/A	1.685	0.823	2.82E-02	#N/A	6.25E+00	#N/A	7.30E-03	6.52E-01	1.64E-02	3.85E+00	3.78E-03	#N/A	3.63E-03	7.08E-05	2.35E-03	1.43E-04	2.16E-05	5.20E-01	4.82E-05	#N/A	#N/A	1.80E-03	1.89E-03	1.60E-04	8.52E-04	1.15E-05	6.53E-06	2.98E-05	4.89E-02
	2-26-1994	2-27-1994	6.980	9.984	7.669	4.475	6.543	0.0262	#N/A	3.374	1.980	5.05E-02	1.76E+00	6.01E+01	#N/A	2.56E-02	1.38E+00	1.95E-01	3.00E+01	8.03E-03	#N/A	#N/A	#N/A	2.15E-03	2.24E-04	3.17E-05	7.07E-01	6.12E-05	#N/A	#N/A	2.37E-03	2.44E-03	1.81E-04	1.24E-03	#N/A	#N/A	#N/A	7.01E-02
	2-27-1994	2-28-1994	3.759	3.403	4.902	2.150	4.361	0.0201	#N/A	1.562	0.343	1.30E-02	#N/A	9.76E+00	#N/A	3.13E-03	#N/A	1.38E-02	5.03E+00	2.76E-03	#N/A	1.67E-02	#N/A	2.09E-03	1.84E-04	1.32E-05	4.03E-01	3.90E-05	#N/A	#N/A	1.48E-03	1.68E-03	1.18E-04	1.06E-03	#N/A	#N/A	2.85E-05	5.10E-02
