
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_SEASALT	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_DUST	AVG_NH4
	2-25-1991	3-1-1991	7.592	0.245	1.538	4.243	13.799	0.470	#N/A	#N/A	#N/A	0.0437
	3-1-1991	3-8-1991	4.081	0.258	1.195	2.417	7.860	0.587	#N/A	#N/A	#N/A	0.0487
	3-8-1991	3-15-1991	2.185	0.386	0.820	1.329	4.322	0.486	#N/A	#N/A	#N/A	0.0705
	3-15-1991	3-22-1991	1.156	0.464	0.760	0.908	2.951	0.531	#N/A	#N/A	#N/A	0.0911
	3-22-1991	4-2-1991	2.461	0.593	1.022	1.542	5.015	0.634	#N/A	#N/A	#N/A	0.0984
	4-2-1991	4-5-1991	7.105	0.417	1.458	4.082	13.275	0.431	#N/A	#N/A	#N/A	0.0804
	4-5-1991	4-12-1991	7.201	0.123	1.310	3.812	12.397	0.351	#N/A	#N/A	#N/A	0.0263
	4-12-1991	4-19-1991	3.337	0.537	1.007	2.026	6.589	0.497	#N/A	#N/A	#N/A	0.0868
	4-19-1991	4-26-1991	5.031	0.166	0.934	2.799	9.104	0.229	#N/A	#N/A	#N/A	0.0198
	4-26-1991	5-3-1991	1.946	0.289	0.665	1.386	4.507	0.316	#N/A	#N/A	#N/A	0.0430
	5-3-1991	5-10-1991	3.529	0.398	1.032	1.977	6.428	0.535	#N/A	#N/A	#N/A	0.1471
	5-10-1991	5-17-1991	5.940	0.332	1.171	3.353	10.903	0.327	#N/A	#N/A	#N/A	0.0259
	5-17-1991	5-24-1991	4.962	0.469	1.067	2.813	9.147	0.359	#N/A	#N/A	#N/A	0.0252
	5-24-1991	5-31-1991	1.989	0.549	0.802	1.373	4.466	0.457	#N/A	#N/A	#N/A	0.1537
	5-31-1991	6-7-1991	5.575	0.293	1.131	3.074	9.997	0.357	#N/A	#N/A	#N/A	0.0752
	6-7-1991	6-14-1991	5.519	0.307	1.250	3.116	10.133	0.466	#N/A	#N/A	#N/A	0.0620
	6-14-1991	6-21-1991	4.344	0.317	0.968	2.428	7.897	0.357	#N/A	#N/A	#N/A	0.0460
	6-21-1991	6-28-1991	3.678	0.268	0.884	2.072	6.740	0.362	#N/A	#N/A	#N/A	0.0649
	6-28-1991	7-5-1991	4.433	0.298	1.055	2.524	8.208	0.420	#N/A	#N/A	#N/A	0.0635
	7-5-1991	7-12-1991	2.124	0.609	1.074	1.289	4.191	0.750	#N/A	#N/A	#N/A	0.1737
	7-12-1991	7-19-1991	1.568	0.364	0.965	1.054	3.427	0.700	#N/A	#N/A	#N/A	0.1965
	7-19-1991	7-26-1991	4.222	0.196	0.798	2.350	7.642	0.207	#N/A	#N/A	#N/A	0.0172
	7-26-1991	8-2-1991	4.979	0.236	0.924	2.790	9.074	0.222	#N/A	#N/A	#N/A	0.0147
	8-2-1991	8-9-1991	8.737	0.290	1.526	4.828	15.700	0.311	#N/A	#N/A	#N/A	0.0284
	8-9-1991	8-16-1991	7.680	0.305	1.449	4.333	14.090	0.359	#N/A	#N/A	#N/A	0.0490
