
	BEGIN	END	AVG_CL	AVG_NO3	AVG_SO4	AVG_NA	AVG_NSSSO4	AVG_MSA	AVG_ASH	AVG_NH4	_NA	_AL	_DUST	_BE7	_PB210	_PB210
	4-25-1991	5-2-1991	18.352	0.168	2.698	10.435	0.072	0.0197	#N/A	0.0059	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-2-1991	5-9-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-9-1991	5-16-1991	19.231	0.062	2.817	10.554	0.160	0.0206	#N/A	0.0485	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-16-1991	5-23-1991	14.392	0.084	2.135	8.077	0.103	0.0109	#N/A	-0.0020	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-23-1991	5-30-1991	24.690	0.078	3.654	13.832	0.172	0.0100	#N/A	-0.0007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-30-1991	6-6-1991	16.901	0.051	2.455	9.433	0.080	0.0099	#N/A	0.0008	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-6-1991	6-13-1991	29.309	0.071	3.929	15.501	0.027	0.0118	#N/A	-0.0062	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-13-1991	6-20-1991	16.205	0.064	2.377	8.635	0.204	0.0090	#N/A	0.0053	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-20-1991	6-27-1991	11.361	0.054	1.640	6.016	0.125	0.0098	#N/A	0.0139	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-27-1991	7-4-1991	44.086	0.122	5.970	23.846	-0.032	0.0155	#N/A	0.0288	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-4-1991	7-11-1991	22.696	0.117	2.931	12.609	-0.243	0.0127	#N/A	0.0081	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-11-1991	7-18-1991	12.328	0.121	1.909	6.789	0.200	0.0095	#N/A	0.0040	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-18-1991	7-25-1991	21.611	0.068	3.138	11.262	0.303	0.0078	#N/A	-0.0007	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-25-1991	8-1-1991	15.661	0.122	2.276	8.369	0.170	0.0076	#N/A	-0.0028	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-1-1991	8-8-1991	17.898	0.100	2.693	12.248	-0.390	0.0159	#N/A	-0.0027	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-8-1991	8-15-1991	20.031	0.098	2.794	10.882	0.055	0.0087	#N/A	-0.0014	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-15-1991	8-22-1991	20.183	0.138	3.039	11.282	0.200	0.0089	#N/A	0.0070	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-22-1991	8-29-1991	34.274	0.103	4.263	19.183	-0.566	0.0129	#N/A	0.0085	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-29-1991	9-5-1991	20.294	0.476	3.503	12.300	0.407	0.0157	#N/A	0.0909	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-5-1991	9-12-1991	29.182	0.068	4.955	17.059	0.661	0.0099	#N/A	0.0406	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-12-1991	9-19-1991	16.552	0.092	2.494	9.348	0.141	0.0131	#N/A	0.0154	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-19-1991	9-26-1991	13.128	0.239	2.424	8.031	0.402	0.0233	#N/A	0.0814	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-26-1991	10-3-1991	22.198	0.186	3.590	12.793	0.370	0.0254	#N/A	0.0321	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-3-1991	10-10-1991	48.540	0.185	6.283	26.868	-0.480	0.0209	#N/A	0.0285	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-10-1991	10-17-1991	16.896	0.256	3.159	10.181	0.596	0.0308	#N/A	0.0207	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-17-1991	10-24-1991	14.928	0.203	2.751	8.655	0.572	0.0307	#N/A	0.0076	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-24-1991	10-31-1991	12.497	0.112	2.445	7.239	0.623	0.0235	#N/A	0.0066	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-31-1991	11-7-1991	13.598	0.124	2.390	7.707	0.450	0.0268	#N/A	0.0049	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-7-1991	11-14-1991	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-14-1991	11-21-1991	14.927	0.293	2.648	8.928	0.401	0.0231	#N/A	0.0060	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-21-1991	11-28-1991	18.586	0.153	2.953	13.218	-0.374	0.0416	#N/A	0.0119	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-28-1991	12-5-1991	18.246	0.179	3.097	11.023	0.323	0.0362	#N/A	0.0058	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-5-1991	12-12-1991	48.397	0.105	6.104	35.634	-2.865	0.0288	#N/A	-0.0025	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-12-1991	12-19-1991	23.931	0.183	4.071	13.902	0.572	0.0286	#N/A	0.0063	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-19-1991	12-26-1991	27.657	0.134	3.858	15.922	-0.150	0.0121	#N/A	0.0014	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-26-1991	1-2-1992	24.882	0.106	3.969	17.077	-0.330	0.0199	#N/A	-0.0037	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-2-1992	1-9-1992	55.008	0.155	7.004	37.371	-2.402	0.0115	#N/A	0.0059	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-9-1992	1-16-1992	30.455	0.111	4.054	21.778	-1.428	0.0102	#N/A	0.0132	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-16-1992	1-23-1992	43.420	0.163	5.781	29.876	-1.739	0.0273	#N/A	0.0067	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-23-1992	1-30-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-30-1992	2-6-1992	13.291	0.073	2.262	8.146	0.211	0.0488	#N/A	0.0078	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-6-1992	2-13-1992	19.316	0.118	3.057	11.265	0.222	0.0369	#N/A	0.0082	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-13-1992	2-20-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-20-1992	2-27-1992	20.154	0.117	3.076	14.127	-0.480	0.0227	#N/A	0.0036	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-27-1992	3-5-1992	22.315	0.093	3.307	16.884	-0.942	0.0253	#N/A	0.0122	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-5-1992	3-12-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-12-1992	3-19-1992	42.399	#N/A	7.044	33.407	-1.364	0.0039	#N/A	0.0156	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-19-1992	3-26-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-26-1992	4-2-1992	15.358	0.124	2.382	8.517	0.238	0.0246	#N/A	0.0055	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-2-1992	4-9-1992	21.615	0.194	3.107	12.629	-0.072	0.0214	#N/A	0.0090	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-9-1992	4-16-1992	17.856	0.138	2.640	10.417	0.018	0.0087	#N/A	0.0227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-16-1992	4-23-1992	39.311	0.155	4.859	21.785	-0.624	0.0126	#N/A	0.0772	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-23-1992	4-30-1992	16.508	0.075	2.487	8.661	0.307	0.0135	#N/A	0.0130	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-30-1992	5-7-1992	16.823	0.048	2.259	9.324	-0.088	0.0140	#N/A	0.0175	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-7-1992	5-14-1992	41.812	0.084	5.980	27.764	-1.008	0.0128	#N/A	0.0071	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-14-1992	5-21-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-21-1992	5-28-1992	16.202	0.128	2.359	9.022	0.088	0.0162	#N/A	0.0129	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-28-1992	6-4-1992	24.323	0.176	3.354	13.350	-0.006	0.0125	#N/A	0.0423	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-4-1992	6-11-1992	14.092	0.072	1.942	7.721	-0.001	0.0068	#N/A	0.0114	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-11-1992	6-18-1992	24.095	0.111	3.366	13.971	-0.151	0.0099	#N/A	0.0202	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-18-1992	6-25-1992	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-25-1992	7-2-1992	20.111	0.117	2.907	11.987	-0.110	0.0114	#N/A	0.0220	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-2-1992	7-9-1992	29.355	0.142	3.921	16.443	-0.218	0.0095	#N/A	0.0048	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-9-1992	7-17-1992	17.621	0.157	2.593	10.253	0.013	0.0104	#N/A	0.0043	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-17-1992	7-23-1992	27.666	0.136	3.951	16.287	-0.149	0.0131	#N/A	-0.0016	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-23-1992	7-30-1992	23.133	0.143	3.384	14.876	-0.360	0.0282	#N/A	0.0028	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-30-1992	8-6-1992	23.040	0.076	3.403	13.196	0.082	0.0174	#N/A	0.0024	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-6-1992	8-13-1992	32.116	0.163	4.422	18.190	-0.156	0.0090	#N/A	0.0115	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-13-1992	8-20-1992	12.128	0.106	2.192	7.096	0.406	0.0336	#N/A	0.0076	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-20-1992	8-27-1992	19.833	0.184	3.034	11.071	0.248	0.0125	#N/A	0.0136	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-27-1992	9-3-1992	21.704	0.142	3.352	12.518	0.201	0.0190	#N/A	0.0101	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-3-1992	9-10-1992	24.661	0.208	3.644	13.696	0.196	0.0335	#N/A	0.0094	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-10-1992	9-17-1992	22.545	0.171	3.466	12.760	0.254	0.0247	#N/A	0.0168	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-17-1992	9-24-1992	17.992	0.256	2.888	9.890	0.399	0.0221	#N/A	0.0090	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-24-1992	10-1-1992	13.618	0.225	2.305	7.886	0.320	0.0176	#N/A	0.0037	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-11-1993	3-18-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-18-1993	3-25-1993	10.430	0.053	1.442	6.041	-0.079	0.0102	#N/A	0.0098	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-25-1993	4-1-1993	12.681	0.145	2.004	6.988	0.245	0.0161	#N/A	0.0088	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-1-1993	4-8-1993	22.982	0.114	3.487	12.586	0.319	0.0055	#N/A	-0.0058	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-8-1993	4-15-1993	21.328	0.156	3.232	13.971	-0.285	0.0188	#N/A	0.0003	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-15-1993	4-22-1993	19.053	0.077	2.948	10.747	0.243	0.0098	#N/A	0.0012	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-22-1993	4-29-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-29-1993	5-6-1993	10.765	0.112	1.748	6.126	0.206	0.0181	#N/A	0.0032	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-6-1993	5-13-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-13-1993	5-20-1993	12.135	0.134	2.046	7.097	0.259	0.0140	#N/A	0.0030	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-20-1993	5-27-1993	8.800	0.060	1.300	5.457	-0.073	0.0112	#N/A	0.0338	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-10-1993	6-17-1993	24.780	0.114	3.102	13.830	-0.379	0.0066	#N/A	-0.0002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-17-1993	6-24-1993	30.983	0.076	4.659	20.242	-0.436	0.0112	#N/A	-0.0021	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-24-1993	7-1-1993	38.853	0.100	5.399	25.369	-0.987	0.0109	#N/A	0.0009	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-1-1993	7-8-1993	24.835	0.012	3.672	15.991	-0.353	0.0006	#N/A	0.0002	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-8-1993	7-15-1993	40.845	0.079	6.039	27.213	-0.811	0.0089	#N/A	-0.0123	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-15-1993	7-22-1993	11.136	0.035	1.644	5.723	0.204	0.0068	#N/A	0.0107	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-22-1993	7-29-1993	8.929	0.091	1.418	5.126	0.128	0.0097	#N/A	0.0364	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	7-29-1993	8-5-1993	10.046	0.057	1.520	5.648	0.098	0.0095	#N/A	0.0140	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-5-1993	8-12-1993	9.648	0.130	1.607	5.706	0.170	0.0177	#N/A	0.0145	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-12-1993	8-19-1993	15.044	0.091	2.230	8.589	0.068	0.0132	#N/A	0.0593	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-19-1993	8-26-1993	13.995	0.125	2.319	8.087	0.284	0.0169	#N/A	0.0126	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	8-26-1993	9-2-1993	16.416	0.090	2.520	11.369	-0.341	0.0115	#N/A	0.0063	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-2-1993	9-9-1993	16.157	0.132	2.579	10.888	-0.162	0.0199	#N/A	0.0087	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-9-1993	9-16-1993	10.368	0.119	1.756	6.095	0.222	0.0164	#N/A	0.0101	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-16-1993	9-23-1993	13.463	0.136	2.296	8.087	0.261	0.0166	#N/A	0.0215	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-23-1993	9-30-1993	9.944	0.123	1.882	6.194	0.323	0.0231	#N/A	0.0206	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	9-30-1993	10-7-1993	15.749	0.127	2.425	10.769	-0.286	0.0229	#N/A	0.0105	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-7-1993	10-22-1993	12.350	0.138	2.107	7.979	0.099	0.0280	#N/A	0.0020	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	10-22-1993	11-8-1993	13.981	0.120	2.254	9.792	-0.211	0.0342	#N/A	0.0011	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-8-1993	11-11-1993	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-11-1993	11-19-1993	27.374	0.206	3.539	18.535	-1.126	0.0235	#N/A	0.0059	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-19-1993	11-25-1993	10.393	0.299	1.978	6.021	0.463	0.0169	#N/A	0.0069	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	11-25-1993	12-2-1993	11.200	0.173	2.147	6.395	0.537	#N/A	#N/A	0.0037	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-2-1993	12-9-1993	15.238	0.143	2.565	10.261	-0.018	#N/A	#N/A	0.0020	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-9-1993	12-16-1993	29.563	0.098	3.569	18.672	-1.131	#N/A	#N/A	0.0058	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-16-1993	12-23-1993	18.989	0.085	2.923	10.517	0.276	#N/A	#N/A	0.0585	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-23-1993	12-30-1993	16.378	0.106	2.519	9.117	0.225	#N/A	#N/A	0.0073	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	12-30-1993	1-6-1994	16.705	0.115	2.557	9.394	0.193	#N/A	#N/A	0.0235	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-6-1994	1-13-1994	17.331	0.079	2.878	10.340	0.276	#N/A	#N/A	0.0029	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-13-1994	1-20-1994	11.482	0.114	2.000	6.893	0.265	#N/A	#N/A	0.0074	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-20-1994	1-27-1994	19.038	0.102	2.917	11.205	0.096	#N/A	#N/A	0.0045	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	1-27-1994	2-3-1994	18.146	0.098	2.854	10.544	0.200	#N/A	#N/A	0.0082	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-3-1994	2-11-1994	16.973	0.103	2.753	9.779	0.292	#N/A	#N/A	0.0006	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-11-1994	2-24-1994	12.493	0.083	2.082	6.930	0.338	#N/A	#N/A	0.0168	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	2-24-1994	3-3-1994	11.274	0.130	1.925	6.369	0.322	#N/A	#N/A	0.0882	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-3-1994	3-10-1994	16.374	0.100	2.565	8.291	0.478	#N/A	#N/A	0.0266	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-10-1994	3-17-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-17-1994	3-24-1994	25.610	0.171	3.929	13.827	0.449	#N/A	#N/A	0.0865	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-24-1994	3-31-1994	17.822	0.124	2.810	10.067	0.276	#N/A	#N/A	0.0594	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	3-31-1994	4-8-1994	13.661	0.097	2.211	7.804	0.246	#N/A	#N/A	0.0128	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-8-1994	4-15-1994	83.315	0.114	12.260	55.295	-1.658	#N/A	#N/A	0.0012	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-15-1994	4-21-1994	10.852	0.070	1.733	6.065	0.207	#N/A	#N/A	0.0183	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-21-1994	4-28-1994	14.652	0.123	2.381	7.795	0.419	#N/A	#N/A	0.0020	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	4-28-1994	5-12-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-12-1994	5-19-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-19-1994	5-26-1994	14.087	0.103	2.236	7.447	0.362	#N/A	#N/A	0.0519	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	5-26-1994	6-2-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-2-1994	6-9-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-9-1994	6-16-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
	6-16-1994	6-23-1994	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
